"","X","X67ND","X128ND","X162ND","X190ND","X212ND","X226ND","X272ND","X367ND","X67SD","X128SD","X162SD","X190SD","X212SD","X226SD","X272SD","X367SD","X67Nor","X128Nor","X162Nor","X212Nor","X190Nor","X226Nor","X272Nor","X367Nor","X67IL17","X128IL17","X162IL17","X212IL17","X190IL17","X226IL17","X272IL17","X367IL17","FoldChange","p.value"
"12811","ENSG00000170522",19.63297,20.9268600363,24.221579,29.3782,13.601421,30.70833,25.976056,30.666364,13.25394,40.099431,31.5975,44.65414,34.97806,48.52246,19.48912,34.71459,64.44797,58.07226,46.08095,63.04141,39.506367,43.70055,41.896228,45.25488,48.829075,73.43133,48.2533,66.17566,67.07684,65.89445,63.18594,36.43111,0.671494346829128,0.0150216647376935
"12847","ENSG00000170684",4.10272,6.42874,5.92401,3.34535,5.42749,2.54089,2.85227,5.08558,4.99576,6.56074,3.77744,4.76179,4.82799,1.56088,5.12369,1.69833,2.66301,2.0552,1.92622,0.41979,2.12294,1.89303,2.31104,2.36088,2.5188,3.68535,2.39029,2.8826,0.846801,2.30016,1.30195,1.50653685,1.58295844428096,0.0379341292411814
"12938","ENSG00000171103",16.87,17.6472,16.92132,18.45689,15.077,20.20044,21.3554,18.14704,18.27312,20.7710100123,19.6629,26.69222,25.50646,17.396534,20.908233,11.8119,19.30507,23.76008,28.1926,17.22255,19.403419,24.45576,28.67451,21.01068,20.162911,20.2621725526,16.68088,27.56092,18.05771,19.51777788,21.79002,25.71899,0.851019904485389,0.0232352050438965
"12948","ENSG00000171132",21.5905,22.65877,17.87111,15.937358,13.88976,6.25338,11.9151099,12.000916,23.562356,15.5475,9.258645,26.638308,14.9389662,8.236117,16.34802,16.893981,30.266174,17.928586,12.424136,7.184254,17.65057,14.510859,17.25538,28.349991,26.513141,20.49564,14.20538,16.82491,12.249848,15.852687,20.361157,30.8798,1.64856809653475,0.037762614743439
"12953","ENSG00000171150",13.44532,10.89808,14.502,17.31573,12.83712,14.2668,14.9526,16.66898,12.6916,13.09998,18.65071,15.75155,16.45826,13.91315,15.57133,14.85695,16.02996,14.16229,11.1805,6.80701,13.39674,14.41828,11.99723,12.28244,14.45362,13.22585,14.64275,11.71915,11.43381,13.10932,12.51299,11.82813,0.817708215494214,0.0326252044544144
"12955","ENSG00000171159",283.6824,275.13455,270.1449,190.5215,256.9982,181.6422,248.6112,241.12258,250.6591,277.5483,203.7617,197.3862,244.8922,169.8334,215.3707,213.2863,268.2585,155.6135,158.02201,118.56413,157.4878,143.3078,162.2439,109.3296,298.6464,146.6002,147.0177,113.1851,120.7223,158.9858,158.6033,114.53227,1.25996429412927,0.0409749672531164
"12967","ENSG00000171204",54.18373,45.85756,47.07287076,58.32012,55.84314,60.033095,64.88163,55.81598,55.76617,68.18963,54.20479,52.407608013,62.88281209,63.93654,57.259446085,58.406677,39.073522,58.19347,50.59619,46.58919,63.1814,57.51423472,64.2067,67.22159,53.284307,51.85964,85.7313424891,42.8317,59.95704,49.629413,51.36478,56.41516,0.849013178515489,0.0308779346394027
"12982","ENSG00000171262",22.0091,19.897403,26.68022084,34.33105,31.26375,40.168465,29.657495,31.032117,26.600534,25.44874,30.94279,22.996467,33.420011,41.028488,29.738281,27.136234,28.88771,37.439762,40.54889,44.0598,40.976167,40.11172,54.43118,49.86947,28.028591,41.27872,32.0974,63.64735,52.269824,48.39717,45.69648,41.47907,0.738598406956204,0.0430357938578105
"12986","ENSG00000171302",51.66703,42.16373,37.69573,26.076506,36.81539,36.0525105207,35.257447,28.372726,41.9491107383,29.4047,36.9023497,23.49513,27.22385,35.74272,42.215746,42.447980095,41.30388,51.960811,51.001963,44.668478,38.955931,42.9229027947,46.9742,43.4092353031,29.7212431,47.212559,55.4295,34.552997,45.304929,46.099478,31.175823,39.0588580702,1.33860500088776,0.0484446498896629
"13015","ENSG00000171444",6.789151,5.02124,7.789494,9.500346,7.33053,8.24471,11.750378,9.99962,5.899988,5.474405,6.865146,12.2058610057,7.142804,7.367997,11.372872,10.945025,4.988123,17.687705,10.738693,7.15631,12.833886,13.542879,6.3005590009,20.05344,8.226765,12.9038442,10.763474,18.875254,12.316457,10.4255636222,9.1459,16.182981,0.681868038463753,0.0167578112974456
"13217","ENSG00000172262",43.59924,39.31460705,43.731729,66.0196500759,33.4865650034,45.148669,50.540054,67.3012663864,34.161204,44.47468177,38.800304,71.30187,48.6148182864,39.53316,58.5693228435,47.43285,59.21223758,45.305213651,54.241116,36.957346,52.525431,52.5280442,58.2363370076,59.0098389123,47.844081,48.366753,60.37852,63.2589395129,46.072998,39.637739,68.280052,70.8444690752,0.699237557988301,0.0453172088346533
"13275","ENSG00000172466",38.62431,35.3706,45.95791,50.61385,35.40373,52.58022,46.337561,44.50099,44.61517,39.5992511276,45.87952,43.8191372057,42.642730336,58.74498,50.2168,46.31781,43.87717,47.7930701226,39.56907,34.593111,47.52786,42.7953,46.52306,43.46325,45.530824,42.3367115886,45.3508343,48.234818,45.89569,44.268788,59.17266,46.83432,0.800672326123967,0.0231863578495514
"13285","ENSG00000172500",143.124958,172.96772,144.7777980169,107.95829498,142.60147,90.06259,132.521949,135.970458,122.5937907,134.2088,146.39925,117.19995,134.25514,81.5154,139.97492,130.749193,126.016819,125.7312,99.077963,100.171581,103.9352,104.61783,99.315375,88.9255,138.792976,134.642925978,112.413698,82.579978,99.439889,106.235975,92.244387,81.945377,1.29357931787026,0.0450044189214774
"13507","ENSG00000173598",30.635715,25.19789,27.798053,34.67669,33.227805,39.162977,37.279955,36.09541,28.006351,25.557457,31.273942,29.96816,32.370509,35.953498,41.033539,34.552704,36.355,44.364026,31.399706,33.94995,56.88068,49.191625,43.491958,38.41148,38.87865,45.66357,44.018061,48.13594,40.258181,44.81086,44.170257,39.561341,0.793801158838182,0.0140688131037062
"13531","ENSG00000173706",1.12347,5.361004,4.1214244,6.111358,2.879194,5.91496,9.01461,9.27208,3.437435,4.000686,4.9661875139,8.51291,9.36757,7.67193,8.66043,8.73432,9.942275,8.401631,7.052188,25.88915,10.991179,18.106928,16.97883,21.175414,6.415147,12.62854,13.6164,36.52505,17.131513,15.474734,12.38371,34.82929,0.444861572299258,0.016693229380822
"13566","ENSG00000173918",0.522691,1.597981,2.023528,3.1841195,1.027759,2.57327,1.955858,3.13796,0.862919,0.74113,1.2452077,3.285025,2.316726,3.441351,1.910995,2.2340061,3.766728,5.92161,4.356848,4.3382600483,2.1249000191,3.804019,3.359527,3.102836,4.565078,3.889424,3.52119021,4.534239,4.384162,4.0819743071,2.490281081,2.007975,0.476625205075103,0.0178123345900379
"13692","ENSG00000174697",0.789327,0.528446,1.14475,0.215405,0.530299,0.142156,0.484589,0.120997,0.240752,0.150595,0.381887,1.14452,0.435194,0.0836115,0.290899,0.374713,0.42416,0.276326,0.199914,0,0.361145,0.17257,0.247446,0.465571,0.552423,0.467862,0.144783,0.469026,0.116923,0.206012,0.547773,0.724987,3.10733667861708,0.0311076998829849
"13698","ENSG00000174738",9.853758,10.72046,9.1613421663,14.78544,10.986247,15.65852,14.12865531,15.12011,12.748199,8.00061,9.728295386,13.285746,13.65532,13.8112,13.81477936,13.850304,15.25611,12.3179031,8.222508,6.17212,13.487491,12.873384,11.04913,11.793677,14.6995592,9.288456,11.68482,14.650546,11.532625,9.815907,11.582103,11.672421,0.682190450424586,0.000148896047983821
"13703","ENSG00000174775",112.6067,105.004702,111.6245400339,67.246306,150.44843,66.83802,100.872945,88.14434,95.6956300047,95.8448403,100.25449,82.90158,122.59513,44.897931,92.62465,86.86697,84.392516,68.035812,67.8261457723,57.452346,73.634625,75.998943,60.069614,53.881478,79.00005,78.07937,71.433529,66.71889,57.961813,74.978962,64.9071876,48.38839,1.48462389447479,0.0269272526333411
"13773","ENSG00000175110",37.72073,38.86737,40.54231,46.80697,40.14307,55.72974,52.0039,45.9670460873,39.43268,41.17936,59.00935,41.61113,45.49426,59.295842,43.34279,44.24128,47.20792,42.80536,58.07859,45.055044,53.298398,44.20378,46.63559,53.14562,48.021668,40.11713,50.80898,46.3553811865,54.948989,53.763538,53.56975,44.710208,0.784376432646163,0.0146246894328685
"13818","ENSG00000175324",49.905047,42.901891,42.00246,51.310737,50.98834,51.76829,60.132526,55.054592,52.75663,50.46745,58.34907,45.30766,52.76468,55.263072,52.301631,40.89558,51.90445,47.360222,96.181411,53.390619,49.186184,50.6869211561,55.27169,43.52571,61.55491,56.266425,61.867872,43.841406,51.49685,51.84399,54.343173,49.818739,0.851243961815517,0.0398593834078874
"13858","ENSG00000175550",283.23538,242.96132,268.2681,171.14619,345.0565824685,182.888673905,235.82931,220.494705,222.33752,215.60448,242.20051,159.06167369,221.74991,169.2114,213.4795,229.48128,192.692462,157.060888,145.72534,152.888991,152.581237,170.170859,182.933348,165.4139671,237.944455,183.83837,178.9599,144.79363,163.098236,170.93583,156.752153357,144.6839400821,1.40619349294757,0.0243453742401586
"13862","ENSG00000175573",55.3605,50.9339,50.58542,42.29552,48.55563,34.4866,42.69749,48.32608,46.46866,41.46723,41.8631,31.0704,42.41541,26.464,40.91314,44.7738,39.45508,29.48297,33.7685,28.27369,41.6201,37.41659,32.66021,31.58037,42.56275,36.16397,35.52261,28.97119,29.68069,38.4027,27.51636,30.15344,1.22424603122814,0.0368016330612732
"13881","ENSG00000175697",0.18157,0.690072,0.668874,1.16187,0.7220797,0.799526,1.3202273,1.5686523092,1.173164,0.60524,0.797336,1.318331,0.3544945784,0.577876,1.018011,0.507956,1.047411,0.983833,0.214673,0.653619,0.989787,0.874116,0.9920563424,1.127359,0.543188,0.3935218609,1.559606,0.794076,1.432266,0.9907451,1.294266003,1.680824,0.466488068370447,0.0214364393423724
"13920","ENSG00000175906",22.2695,20.4783,28.44,15.837,26.8922,19.9555,17.4425,20.1239,15.0101,30.0535,26.0814,10.8461,22.7572,17.8093,14.8483,18.6494,28.6751,24.3648,67.9132,40.1882,17.2296,20.4202,31.8424,14.2824,26.3043,23.0979,25.4403,25.3606,11.2981,17.2472,31.3161,13.9388,1.33698842267264,0.0374906007266285
"13922","ENSG00000175928",19.26043,23.52475,23.37864,32.45407,18.89561,33.92784,27.53141,25.26685,20.7607,27.41905,27.408721,28.15187,24.59292,35.12553,27.56436,24.64774,28.51171,57.8198,32.776108,53.597555,68.60817,69.55766,112.73076,110.13132,28.816991,62.78609,61.51063,73.6533,121.458,67.64184,106.7111,121.52535,0.713704553366554,0.0161720426444917
"14020","ENSG00000176428",64.72284,53.0914,52.3257,37.6919,56.863,42.4489,47.90808,43.3223,53.0441,39.2833,60.5607,35.2760322651,50.0386,32.15558,43.45353,34.4201,46.9809,28.0862,31.7378,20.9124,30.9736,24.2233,28.0991,21.8445,43.66032,31.6828,30.0821,20.874398,16.2491000342,28.3522,23.113,19.2242,1.32462727980282,0.00895147597915025
"14030","ENSG00000176490",81.54949,84.83908,86.8725,68.98472,77.96398,55.86522,62.91017,80.41672,70.96978,77.6354,80.49205,58.54086,74.76675,50.8014,64.81089,75.18886,118.411,62.26056,75.7417,55.16021,49.90985,57.96185,53.42531,38.92211,104.16177,56.58928,59.74516,48.91421,33.5298,51.31822,46.78482,37.95,1.23509943047653,0.0494640926024949
"14091","ENSG00000176853",22.057702,22.99991,29.29801,33.11968,24.5431,26.8389700757,29.045668,32.94659,29.54629,33.601167,28.3342545,40.74359,24.346644,25.503761,37.23912,31.34853,27.21895,33.13725,16.27415,8.238905,25.198058,22.023004272,25.375161,24.498129,36.002454,25.92195,20.13871,30.99007,17.552843,23.953543167,24.61611,28.49563,0.810971591442431,0.0412736155334964
"14136","ENSG00000177034",14.22388,13.44619,13.671464,20.43222,14.80543,15.88449,18.394109,17.25756,17.09514,14.7559,13.48915,21.66846,18.47825,14.611606843,20.20353,14.60147,17.39689,17.648622,10.140334,7.494312,20.99168,19.23569,20.73425,20.79424,17.70913,15.93716,21.46023,28.13846,17.48944,16.32574,18.89329,26.792159,0.78016157623892,0.0211140644899092
"14250","ENSG00000177614",24.67213,28.1782,23.14342,20.78385,23.68116,18.25534,20.746185,22.02184,15.19539,21.83667,26.08243,24.60952,20.74735,14.84603,22.96231,18.57157,21.11231,14.38447,22.14991,14.94898,20.67286,18.84983,14.319,14.439007,18.96682,17.75194,19.01573,16.97181,15.254731,18.10214,13.94686,18.59017,1.21841221461946,0.0208351002124646
"14277","ENSG00000177732",94.9945,87.1614,94.0356,70.4699,86.4329,78.1368,86.1112,77.0258,75.6847,77.888,87.1179,54.1199,87.7287,65.2518,79.7763,77.4363,84.2869,64.4055,83.0195,58.1176,70.0877,61.5292,71.5961,59.1274,77.3653,66.8825,61.3107,56.0643,70.1656,61.4298,53.3641,60.7822,1.16321324216015,0.020477271039143
"14383","ENSG00000178397",38.55294,45.0363252,37.32624,29.438178,35.31347,26.7028002841,33.03219,32.50382,31.37798,73.49427,54.38352,24.07289,30.83883,28.73197,34.866,25.4442,31.38749,25.83509,37.327192,22.761969,26.26061,24.47399,22.1558,22.28381,35.435163,27.40264,26.16461,21.00139,19.188119,28.102673,29.61646,19.934337,1.28396484333772,0.0178812676929888
"14482","ENSG00000178980",314.222846,285.68848,331.47425492,230.5643,333.26502,232.356238,296.06595,271.76721,298.886,257.49949,321.79942,234.22342,296.51975,211.168093,275.565483,265.081647,345.358603,262.12358,352.9681402695,285.4314707,223.139905,253.987595,258.49007,205.54962,364.707643,244.437037,226.6065200194,199.35240498,166.767473,221.94738,244.24334,196.09706,1.22691832527386,0.0271848927210584
"14497","ENSG00000179044",11.3367302716,14.436016128,14.8880879682,7.877921,9.94521,2.5745254,5.1167487346,10.84346,10.668556107,6.7477072889,7.7500866869,8.0191420797,9.7506098328,3.725353,6.0088300334,8.6824210409,6.73189,6.48872,5.0367325531,1.811254,4.487309,2.880539,3.1373708042,2.8261410316,7.8724709592,7.450022833,3.4745381166,2.146021,2.582498,2.667796,4.006189,2.601049,1.91597717495305,0.0351891387984161
"14528","ENSG00000179168",12.93193,12.36033,6.362207,6.721469,15.14475,2.508417,5.95309,8.46293,7.400797,3.42993,5.14012,6.92409,9.45347,4.08913,5.133026,7.096,5.154348,2.758883,5.174333404,5.021127,4.08887,3.792295,2.85132,1.26131,5.836764,5.902043,7.03311,3.229093,1.970954,9.942041,1.72594,5.90693,1.97916785256611,0.0482827515792839
"14557","ENSG00000179362",0.598103,0.595717,4.418306866,5.88286,2.827282,5.86391,6.3821,7.77874,1.127636,9.168797,3.105874,9.440975,4.760563,0.371305,4.323333,7.418686,8.861067,5.6172891889,4.30113876,4.34259,5.441028,2.520109,4.21685,4.310271,5.230281,1.765092,1.814079,6.618084,1.665564,6.26943,4.912186,3.531085,0.325750189461706,0.0113975261795135
"14577","ENSG00000179476",2.876092,2.362982,1.543854,5.974632,3.71191,4.36358,6.155899,3.922697,6.301517,6.191202,3.4869086,3.61324,3.26075146,3.359802,3.722505,5.140895,3.39127,3.749793,3.529571,1.430405,5.521751,5.584007,1.789269,2.01913,3.745386,4.642761,3.689673,1.675839,2.07396,3.472586,2.442526,3.697873,0.514029323290889,0.0150311895936803
"14624","ENSG00000179833",7.12665,8.55987,9.04957,10.18934,7.768716,12.59097,13.884698,10.59034,6.55563,7.864,12.98731,9.30468,9.54281,5.800834,11.630165,9.22557,14.05973,10.1238,13.27697,9.580322,9.25967,10.09457,12.52658,16.59156,10.80248,13.25389,10.4867,10.301224,14.795012,10.366954,10.08855,12.398022,0.6878545471721,0.016020321085893
"14661","ENSG00000180008",11.920185,8.8192017,10.852557,14.912956,12.08496,15.0673100079,12.82388,13.7936816,10.4502000461,10.5898148,9.654258,15.84086,13.1471182765,14.695395,14.437832,13.052594,21.3483400003,15.16908,9.5508600417,4.9691881227,14.71795,15.81111,11.66205,13.00696,13.059868,13.935234,15.04698,16.29275,11.52384,11.9090680004,16.42087,22.50954,0.77170636305312,0.0149904499089933
"14756","ENSG00000180543",26.8909,19.4396,18.9822,18.5759,22.2045,8.39771,17.0913,11.8574,24.4979,20.9532,22.7156,12.7212,21.0177,7.4757,15.5156,10.4807,28.8248,12.797,7.54401,8.28288,11.8722,10.9332,6.83055,6.47212,22.5176,10.6748,11.9671,9.65778,2.98145,10.2127,7.26849,8.83888,1.5649782707474,0.0400060066754521
"14768","ENSG00000180628",11.4660544709,13.98081183,15.88473,15.8811337,12.3043240308,17.15556,20.35397,16.439940998,15.06845268,19.3433904444,15.10568679,14.1146990015,16.188233,15.2703360008,20.30713476,17.61822232,13.596341,17.3567159012,7.971954951,8.9447303728,22.183117524,16.1306427462,10.9820420078,12.3404926,18.1360904612,17.3869,13.1133940104,14.16514734,12.3063591,17.192026,13.7000880306,12.6862,0.768086150244037,0.0274925775644004
"14783","ENSG00000180730",0.864079,2.29595,1.17829,2.87253,2.96349,2.97644,5.61087,4.93968,2.15028,2.00414,5.55026,3.00452,3.17406,2.84004,4.69079,3.23986,5.62128,4.22827,2.26582,8.16221,9.84403,6.94753,8.95299,5.47016,2.95725,5.47644,4.15236,14.6974,5.14682,6.59447,7.93184,5.19896,0.445245287666956,0.0404085794019206
"14855","ENSG00000181061",118.28768,83.71647,116.823171,130.6381,128.98192,150.39115,171.02939,135.56233,135.923202725,104.99059,136.92574,124.15937,133.75029,164.59552,143.69277,133.038372827,163.23222,129.75845,124.19992,103.88101,140.62492,136.7685200069,119.59949,143.66282,177.46413,131.90639,131.565,110.45583,146.18253,135.7773,141.92176,125.15133,0.762071579916557,0.0398939922386213
"14904","ENSG00000181404",29.8348,41.2212,32.8624,10.3204,45.5473,20.2885,15.7376,10.3248,28.3279,31.5791,36.8462,6.71058,36.1485,14.6076,12.311,8.21915,15.4106,21.3841,23.7034,10.4002,19.6268,13.4777,17.055,14.8171,15.5958,17.8269,21.6141,19.3568,17.6663,15.5348,13.1835,10.9515,2.63741435259117,0.00278708292502628
"14914","ENSG00000181472",7.17252,7.05531,8.93794,8.85839,7.16925,9.93475,10.4319,12.1667,5.62843,8.69263,9.78395,9.75957,6.30088,8.28641,8.67305,8.63256,10.4188,12.707,12.8012,12.8694,10.737,10.1024,12.3989,13.5411,9.71213,11.1384,16.2619,15.3001,13.6114,12.3043,11.1372,12.505,0.732876172878937,0.019222561212898
"14948","ENSG00000181704",25.000714,27.04228,23.41344,30.669881,20.07328,25.08685,30.74048,32.06485,30.5269,27.00323,29.76836,39.02601,33.32946,31.409815,29.08833,26.6063,32.42583,34.13855,25.26957,16.90815,30.31283,29.29809,25.09264,33.51935,29.84381,30.38157,34.69256,47.84426,26.79151,27.96375,30.57217,36.89941,0.805735942798768,0.0359931348498217
"14951","ENSG00000181722",9.449268607,13.490299308,6.15384,25.379493,7.43598,26.029592,19.817146,11.85866,9.49619,21.177725,12.354438,21.7783722648,20.749926,16.925322,28.337851,35.142022,28.034427,26.830409,12.811493,10.856569,14.95042,17.351094,16.8047004,40.480107,21.277304,19.1360781,18.829435,40.425225,7.345691,20.832232,31.558841,30.714339,0.439663427072438,0.0295645089793176
"15050","ENSG00000182208",39.2772,40.19385,34.25635,22.2028119045,45.49058,19.019667,32.47103,32.96278,27.761986,32.99643,31.71692,33.22653,25.93443,21.362731,30.494942,25.13602,37.99266,25.305159,25.77457,18.324689,27.04833,24.853036,30.7262800049,29.216524,27.846753,33.04432,26.6483282716,23.30346,28.3207,25.879833,27.83698,33.087835,1.49281380062421,0.025827578562579
"15180","ENSG00000182810",11.1997,11.3747,15.8461,9.46417,12.3522,9.01555,10.9438,8.16717,8.7608,10.7353,12.1671,7.7819,13.1131,10.3589,9.8185,12.8145,10.4169,11.1334,10.2254,11.8096,10.7134,12.4617,11.982,12.6606,9.50561,10.9172,9.6444,9.34986,16.2708,13.5392,9.34338,9.54094,1.35067220101573,0.0474663915777192
"15212","ENSG00000182952",88.5818,70.1686,83.7858,72.7419,97.7181,65.4866,58.2239,71.0311,56.5595,43.2238,55.0308,91.4127,53.963,68.3495,96.9068,80.216,70.2301,72.4159,84.9087,60.38062,80.0616,46.7892,60.8367,62.8126,77.6018,47.6836,41.9164,84.8316,61.65739,55.1672,88.2105,66.0731,1.27205715492731,0.0423941178409486
"15299","ENSG00000183309",5.86278,3.213761,4.961326,9.392355,6.01616,10.82873,9.88509,6.19005,9.04297,0.000829322,5.614605,9.76889,11.301548,11.66651,10.535805,6.49118,2.192792,9.20796,6.99894,8.37317,11.72231,11.10018,12.215232,4.74828,1.36895,9.50462,11.23705,7.68122,14.83471,7.549914,14.800443,11.32878,0.552509992430342,0.0186737601387005
"15345","ENSG00000183527",30.5606000618,36.71726,38.3876,43.52434,34.56182,43.321335,42.35582,52.74367,39.27699,28.75657,37.63493,25.7482191,48.62638,54.10861,43.4693,34.72534,18.79846,59.30285,38.32768,66.82086,60.28328,72.30148,57.23192,79.39327,30.82557,54.71776,45.91927,62.20617,104.02037,82.58823,66.88804,53.16039,0.770711769459771,0.0151165990954034
"15390","ENSG00000183688",4.88839,5.97166,4.74329,6.05251,4.84752,7.7362,7.33657,8.41306,6.40019,5.27007,6.24282,5.6681,5.59834,7.24699,7.76591,7.01878,6.02515,12.1551,4.74244,13.8776,13.8717,15.5909,8.6024,15.9972,7.90556,13.4017,9.91479,13.9097,20.1658,14.3035,9.86247,9.67984,0.692349671647086,0.0116095085198732
"15445","ENSG00000183864",22.5703,17.53448,21.8685,22.75275,18.04658,28.97234,26.68801,24.77242,22.149,13.8557,26.13323,20.9556,18.2164,24.83548,24.4928,31.8971,21.44595,21.71503,25.40305,25.6501,25.45106,19.4495,21.50194,26.08594,22.16105,19.37173,20.2338,21.0364,23.68469,20.5558,16.830764,24.5439,0.77549505008067,0.020449328676143
"15481","ENSG00000184056",34.117557,41.7961700063,37.472342,33.1606,44.78867,22.19569,31.79901,33.15636,31.532766,36.28273,42.09616,43.3366604235,26.9818361805,20.46296,32.33485,33.9756140898,30.7923901313,46.31814,33.50771,21.406838,26.415693,32.17212,25.88119,28.51016,26.519627,23.897316,31.4827815,23.820413331,24.356377,33.08088632,19.816589192,26.61109,1.31470830845738,0.0373352923281976
"15498","ENSG00000184154",43.821087,53.456316,48.3389865425,24.0945878,39.8225,26.1927430256,27.366639,34.5739772156,25.6208494,10.6442866,40.871557,29.62782,25.5513881,23.517874269,42.2102312117,45.3558285744,34.042971,37.477265,25.2315093301,15.6613619,33.659982909,53.961541613,44.9286955376,49.6086270018,61.417931,30.389259,39.6687981,42.435682357,34.483298,49.5805197,48.25773481,42.8010387139,1.65234145710982,0.00312452324166631
"15502","ENSG00000184162",11.38429,6.831195,6.37329,14.66706,6.82652,13.942797,10.746517,11.241493,13.54707,12.01573,12.09513,13.74675,13.53663,19.29644,11.792074,11.73832,9.69777,8.15851,10.878254,15.934,15.131182,12.4559,14.308405,17.73488,14.354067,14.617625,8.741724,12.990636,19.53838,15.6091,14.544291,18.76495,0.620881805155937,0.0212356739097933
"15537","ENSG00000184304",13.5345632,7.71706,7.773947,16.5905100339,9.83334,14.38848,15.247811,14.44833,7.3815,8.0452,11.49807,17.6187162629,9.01212,7.415769,14.572322,10.4327705188,18.1614542291,21.7513512907,10.321356,8.31993,9.507388273,16.2357600072,12.964849,9.320647,12.283026,19.89614,21.25138,18.218296311,10.384364,12.932937,16.05938,10.568795,0.640442130702429,0.0217422637428715
"15585","ENSG00000184500",11.64161,8.06559,9.94917,13.214696,7.77279,11.90118,18.99306,14.527555,16.41546,8.981128,8.16614,10.90073,9.801549,13.01817,18.23576,7.769155,9.012052,11.161574,9.60673,9.680643,18.465325,11.33563,7.840485,11.151356,11.325055,11.12819,11.03737,12.687829,11.253131,14.10429,10.037035,14.273755,0.638325373187833,0.0324548995258269
"15590","ENSG00000184517",25.06158,29.8937,32.86807,18.4612044,30.14223,17.74398,27.855586,24.26441,32.61241,27.13709,32.91364,16.6394539937,17.49257,30.06412,28.37162,32.654021637,30.295045297,26.92019,24.530894263,13.861457416,28.774627,23.685471,20.0718,22.67095,33.2258515,23.48382,28.097869587,25.188606189,20.7104419166,21.069413,33.81641,23.153258,1.33558266697862,0.0492548631162583
"15688","ENSG00000184986",39.8164,40.5196,35.2456,15.0785204983,38.3567,20.78414,20.97546,23.737173325,25.80062,21.18045,39.6129,14.09239,20.42749,18.34593,18.78489,34.6964,26.03034,13.369143222,14.27407,6.31147,19.78369,15.28738,22.482283,14.4698,23.916774,18.38823,14.7965500063,8.9678455571,13.91841,12.91554,11.93314,9.6791248566,1.91049008567792,0.000332542704425668
"15728","ENSG00000185104",39.99093,40.72105,35.85445,47.59796,34.59455,56.73695,55.13205,48.85668,34.930945,75.36401,59.25806,34.34763,39.11052,54.53456,47.53291,53.69459,47.17612,54.56495,57.79861,65.53233,45.83691,54.84367,44.42421,76.1909,59.62025,60.66576,58.4525088359,48.53745,64.67176,56.07819,53.06674,59.77894,0.725606465017604,0.00290709299398464
"15789","ENSG00000185344",30.035861,28.15799,22.994458,42.17709,21.784716,31.381396,31.629768,33.211487,21.35719,21.227297,24.366285,53.78325,23.324357,25.653948,29.61261,34.695802,31.18562,30.52441,27.467922,28.717594,27.355021,29.926303,28.37759,36.12695,27.91459,31.88047,36.891315,47.24874,34.522881,32.33712,32.122675,36.79568,0.744026139470882,0.0361559488309526
"15866","ENSG00000185681",5.59547,6.03506,6.22441,2.67235,6.56952,4.52532,3.45047,3.472905,8.15761,3.39284,3.479029,1.53907,2.31984,2.62471,9.0342064096,6.7629,1.213397,8.66418,8.00615,1.04697,7.49629,5.57114,1.15605,3.00802,3.27382,8.1899705218,6.0919564423,2.19771,0.991752,1.69803,3.3088,3.447417,1.72964961162577,0.00253174975112194
"15910","ENSG00000185869",1.686391,4.43061,4.21818,6.21369,3.35285,5.170031,4.75968,5.40392,3.340346,4.061761,2.868549,4.78475,3.264163,3.591393,4.7488200018,4.460267,5.36477,6.43975,3.514897,1.998069,5.58914,4.88344,4.56801,4.970508,5.04665,4.413755,5.59932,8.10214,2.628924,4.39619,6.1048,8.38652,0.635254424436337,0.0428932468961282
"15926","ENSG00000185917",62.26669,46.262605848,59.4478000034,44.767173,51.764624,24.750700886,47.192772,34.8280632,49.5587133378,40.6216,57.9185495845,33.9769849478,41.20087,26.335081115,50.681012,33.584013,28.596228,40.96148,40.077362,35.2693884,32.07752,35.258517,36.14074011,39.7604096301,37.575247,47.1284867,19.9651045,44.1328694806,26.36614884,36.30302,34.229843,39.633296,1.45006989419907,0.0389804314353143
"15927","ENSG00000185920",27.790651,59.9283291672,51.459683215,75.1875711815,39.352612013,132.9310240124,104.692881,73.035378,41.863533143,62.4036904947,61.722913,110.5111217,69.1689080359,83.879579,99.0076633,55.1682011161,55.86890814,80.93051663,61.8566342412,58.6752682424,123.8907381462,108.1773230215,83.785774,118.978753,66.61316,113.3892883685,108.7575630091,145.4546741277,111.9325553,88.041728,76.9187160384,92.31622288,0.462699834026592,0.0264672745430069
"16025","ENSG00000186283",21.52644,19.960901,20.14889,27.49459,24.90082,28.25205,29.891372,33.618311,19.20046,27.408985,23.49225,28.07966,32.587906,25.547085,24.173861,27.96578,34.98427,35.9992,30.553465,23.60271,31.94545,30.79348,28.71617,36.56292,35.49938,31.626741,42.98983,34.311056,28.502453,26.906376,31.83093,34.263554,0.725639100913752,0.00399338334872206
"16077","ENSG00000186481",1.041987,2.525657,1.06345,7.161069,1.160471,3.36534,3.160154,5.927549,2.169684,0.906804,0.520549,8.766568,0.926357,7.419497,3.2167891,7.891115,7.351344,5.348884,1.5459287,0.671387,5.1478919,3.937847,2.959632,6.104346,7.3272546,7.607429,3.538083,4.924614,2.236668,6.012547,1.627307,3.8975927,0.295275411907508,0.0321884665816385
