"","X","X67ND","X128ND","X162ND","X190ND","X212ND","X226ND","X272ND","X367ND","X67SD","X128SD","X162SD","X190SD","X212SD","X226SD","X272SD","X367SD","X67Nor","X128Nor","X162Nor","X212Nor","X190Nor","X226Nor","X272Nor","X367Nor","X67IL17","X128IL17","X162IL17","X212IL17","X190IL17","X226IL17","X272IL17","X367IL17","FoldChange","p.value"
"5453","ENSG00000124134",0.4351738,0.214195,0.615615,0.0798929,0.129202,0.470185,0.114069,0.0862421,0.59872,0,0.28353,0,0.481756,0.310714,0.0951023,0.27768,0.195548,0.0684269,0.2200886,0.40214,0.559207,0.654478,0.367716,0.663756,0.259849,0.619983,0.71754,0.679173,0.542147,0.3411753,0.231928,0.462076,0.39471783042344,0.0129060076391233
"5480","ENSG00000124215",0.425699,0.801969,0.597359,1.247059,2.355616,0.309439,1.076845,1.07556,0.389685,0.162017,1.848865,0.822498,0.985445,0.434611,0.8073566,1.600554,1.7068989,2.174946,1.760019,1.239245,1.311019,1.417807,0.821248,0.87844,2.8657312,0.906874,1.496356,1.4701827,0.5650113,0.721296,1.362738,0.737253,1.55381893339391,0.0476273795189132
"5484","ENSG00000124224",6.462026,7.006123,2.5613,6.951748,5.1102,11.839897,6.5921672,3.657812,5.8314,3.739831,5.369059,4.3650068,11.3581,5.578979,6.122229,6.214464,3.15082,5.724312,3.278231,3.2084668,6.358468,6.408719,8.456521,10.042013,3.964543,5.58201633,9.204691,14.735441,9.987662,5.968087,8.296455,13.585696,0.491331378540735,0.0128242234753627
"5537","ENSG00000124549",2.042262,1.05671,1.731938,1.38771,3.292913,3.113731,2.274538,1.536917,1.48857,0.868035,2.2523,1.82603,1.756138,2.956449,3.205101,0.69539,1.474037,2.194097,2.188323,3.325081,3.859813,5.480788,3.254716,4.033374,2.147499,3.483394,1.810329,5.94751,3.677612,3.804352,3.824667,4.885829,0.55215037671937,0.0232824074263916
"5548","ENSG00000124593",4.32216,8.229334,5.88261,6.9654,6.98842,7.14003,7.76548,6.44585,5.1500535,5.557736,4.90181,5.30307,7.43004,6.19222,8.31144,3.645597,3.959334,4.782675,5.606809,3.77791,6.97079,5.70794,7.61134,8.19984,4.6026325044,4.87313,3.387516,9.05834,7.11789,5.950096,6.125019,7.26359,0.636250798967073,0.00978197841315407
"5562","ENSG00000124688",38.28879,40.5375,32.2426,36.51848,47.0001,27.80978,35.25231,32.1532,26.8756,32.44922,38.17061,35.43639,32.02425,36.351289,30.13326,35.67101,34.56331,45.26693,40.45426,38.18485,33.61312,28.6697,33.46479,31.45861,35.67841,38.08151,27.46012,27.63311,37.36266,38.20148,36.12139,25.729996,1.24576730603268,0.0309746392363858
"5569","ENSG00000124743",0.493279,0.4857409,0.401384,0.606463,0.101154,0.24697,0.3879667,0.438641,0.420187,0.17446,0.388392,0.22133,0.337339,0.0973456,0.366101,0.506595,0.244574,0.482444,0.1247619,0.196919,1.14133,0.664419,0.465466,0.628463,0.406415,0.326455,0.927816,0.408016,0.7676568,0.2579336,0.453827,0.524688,0.361660467127729,0.0415180517650924
"5570","ENSG00000124749",7.366931,0,0.213133,0.266899,1.248991,0.468465,0.500252,1.7324112,3.939325,1.6905,1.2473979,0.50487,0,0.894507,0.388286,9.9197705,1.974139,8.07423,4.169914,5.841189,18.812842,22.501045055,12.590623,26.607027,5.143388,20.035156,6.613775,7.4977972073,9.653498,5.477369,4.1312023,24.154162,0.249150279993993,0.00907117174857441
"5579","ENSG00000124785",5.77734,2.96051,0.658201,3.228969,3.13727,5.10664,8.666111,5.09695,9.74279,2.03536,2.13317,2.15677,2.419813,8.623511,6.169883,5.645891,14.968685,8.35152,9.73366,15.80016,17.492012,19.0702,17.60192,24.687444,8.899631,18.16485,14.86346,15.29839,33.109335,14.576057,19.378166,22.5621,0.619569417356985,0.0249305307683153
"5607","ENSG00000125148",17.53765,8.98261,9.451293,6.93796,4.72806,34.29423,6.97502,20.64679,10.3782,19.41804,5.737,13.25688,10.32198,22.9153,8.843651,9.15882,7.49523,22.09778,10.2749,9.72718,31.2316,20.613112,25.002,22.13664,9.5186418,18.13342,16.27172,12.3549,22.4174,25.3781,14.5415,17.318262,0.501044761547376,0.0253816956871238
"5626","ENSG00000125354",110.066564,98.477926,104.574061,95.480234,80.8087163185,65.7169945576,91.462436,93.246058187,96.925481,96.4523059922,112.392754,98.602731,89.32673,54.34096,93.669353585,79.286469051,84.59276,100.19511,120.313157,94.02680617,67.485884,78.799709,72.286023,70.7641,83.527658,79.4685318797,87.491568739,70.437283,71.1414976,76.83695,74.308063,69.4761400808,1.37946271786923,0.0305929514396018
"5628","ENSG00000125356",119.539,90.6441,89.3817,92.7962,89.1691,96.3692,107.716,96.0535,111.132,96.0771,80.0362,88.9938,80.7542,99.6477,87.3372,82.3546,130.059,119.659,161.787,152.145,81.301,101.691,129.351,80.0822,108.345,105.141,94.6533,91.7393,96.1444,104.826,98.0543,101.855,1.43632468047414,0.0305461639095299
"5639","ENSG00000125430",1.06449,0.956602,1.00836,1.352092,1.287916,2.768847,1.07765,1.80401,1.929505,0.705495,0.658779,1.16332,0.737962,2.30843,1.08064,1.3703689,1.51516,4.61597,2.158262,4.89235,5.062523,8.4875,5.275664,10.24761,1.59695,6.3282067182,6.966511,6.81937,21.02148,7.94632,5.658021,6.07846,0.453396874802331,0.0457594484251343
"5659","ENSG00000125520",63.65601,37.49748,31.03914,35.73377,65.04736,82.71359,46.25968,46.94635,59.47919,34.16183,31.775621,29.68932,38.3913,71.71537,33.962293,33.37898,26.871682,46.26237,32.61081,32.87519,71.814832,62.01648,44.87617,67.70778,30.23663,75.11222,47.48832,42.137798,83.411351,48.74135,46.25209,55.3113527365,0.562546535774233,0.0119409368358898
"5676","ENSG00000125651",92.03873,85.72899,89.9716538759,84.04139,89.97653,76.12417,109.12681,97.27401,108.56061,73.7727574559,80.0439,86.062286155,97.9918404233,56.77423,74.494901,86.07454,77.72429,93.158275077,105.93118,100.37419,74.755627,74.50222,76.214234,60.99079,75.023787602,97.74829,93.94864,68.094224,88.180769,88.85755,78.46016,72.30195,1.31670793412177,0.0250420793615719
"5715","ENSG00000125821",212.100006,153.021311,155.50554,153.54502,214.291325,141.718987,196.806867,135.274569,159.059801,177.07218,190.1847,131.36395,184.83638,135.080464,155.92236,115.88924,153.069925,142.09585,192.404986,179.361316,121.837747,143.65857,139.68209,110.243431,167.04406,158.363864,152.94828,124.53991,117.025917,166.78929,135.03495,99.63506,1.29395386037174,0.0401260107357364
"5742","ENSG00000125885",5.49295,4.813554,7.025621,6.348378,4.00139,8.857717,5.7633214,5.215756,5.160025,6.2591800055,5.332798,7.797166,5.610887,10.3158,6.431174,6.807266,5.421088,13.97719,7.809448,8.8632639257,12.957735,13.8150330362,16.132917,18.898689,6.180295,12.157583916,12.213756,22.2511800122,18.026676,15.2490178,15.6843653667,19.3128,0.583631668279215,0.0312023642751736
"5779","ENSG00000126088",79.7729220913,81.24614,74.613965,70.8943,83.251550068,98.5862088365,83.938754,69.494926,86.6390870691,85.20064,74.91341,57.24293,70.9923038901,102.718789,75.355455,77.66695,66.1793980231,78.7967397,62.201001,78.086067,94.635799,94.5518297276,83.223737,76.2512936919,77.19513,74.9723502862,83.141833,67.131327,97.0214662,79.329666,67.5783,82.21879,0.818163912929604,0.0425201168362342
"5784","ENSG00000126215",27.9265903669,16.834206876,25.945178398,26.652282362,28.7489240947,29.27976459,27.504458449,21.895280558,18.57191,18.012557,19.726309,25.691331484,23.0587465,29.50212,19.03374,15.5459761048,16.553106,21.187862072,30.830246,34.69639,29.579095,43.00767,40.7021800053,42.820967526,14.8765306,34.336199,29.123921,38.325065712,48.986082,31.238468207,26.240175,37.3078823,0.66150574551949,0.0489619705850149
"5793","ENSG00000126247",518.631698,453.631574,420.8200518182,311.656612,405.48257,478.5616,435.337737,430.83387,442.79788,377.86576,459.0741030176,336.95963,384.52144,390.94461,410.3792,430.73471,358.451967,356.655477,367.796142,376.744114258,349.804026,347.37732,324.277604,325.453759,408.718938,377.64768,313.44574,295.6714130459,339.53969,389.417388,308.395797,272.430536,1.08369881025304,0.0177703156322249
"5808","ENSG00000126432",544.1668,295.0054,367.1519,314.4761,450.7352,344.82549,481.0496,360.5606,485.778,399.6241,319.51698,278.9039,407.73904,348.2991,368.6936,356.505,459.161,408.1568,556.4914,509.6929,374.3605,391.494,403.925,288.9529,408.6595,420.4851,345.2075,327.5385,278.5335,344.902,370.1475,330.052,1.32546730298168,0.0293790065983737
"5844","ENSG00000126778",0.617932,0.109805,0.329101,0,0.411712,0.445512,0.1254027,0.275713,0,0.127322,0,0.903456,0,0.788773,0.135604,1.928447,1.263804,5.634771,1.693197,3.733548,5.800659,8.98385,5.785451,13.200584,0.7361,8.82248,6.145408,7.482409,25.49064,9.479764,5.385622,7.852389,0.364972503848324,0.0475368066935678
"5847","ENSG00000126790",27.38929,24.314589,23.82667,24.548994,10.395856,20.943431,17.463723,21.22533,24.355121,24.64186,17.38287,21.12655,11.706083,27.398077,17.69501,27.53253,17.253868,20.891946,14.322727,15.797326,32.94565,26.6604701745,24.25932,24.71888,19.18676,19.44474,19.035123,28.7559,15.991778,20.06022,25.33597642,22.641362,0.628689914808083,0.00785258673611084
"5850","ENSG00000126814",12.76747,7.91614,13.82642,12.9045,7.90511,16.14198,10.574544,8.46635,12.08883,12.32874,10.41371,8.63735,11.5054,10.00314,10.3691,8.181412,9.511395,9.06567,9.57391,5.20606,13.90008,11.27417,9.69285,12.12959,10.650471,11.02453,8.9161,8.6141,11.05727,8.62922,9.15288,11.76144,0.709774135157178,0.0482963663967994
"5880","ENSG00000127125",53.55993,50.43651,55.73394,57.15554,44.569867,24.27001,52.04727,51.82091,56.08022,35.822691,46.57876,36.72902,51.94834,29.860991,43.39482,51.61803,52.50113,39.94731,50.504713,51.802165,37.14558,45.27939,34.395755,35.324269,35.15887,31.923209,46.728269,47.58661,31.949965,39.05972,39.56561,44.99251,1.28006392375946,0.0335057981458996
"5905","ENSG00000127418",35.36738,35.64605,16.37343,15.76304,34.10597,43.96045,31.266759,29.3195146,29.3619,25.29333,16.506076,25.6623,42.78663,47.73648,41.276065,33.11822,13.16911,23.483237,14.775403,21.90157,41.413584,30.129796,30.55469,34.624799,16.178676,25.93494,39.67395,30.355574,58.271182,33.77192,24.683906,18.937261,0.536335439245354,0.0049262963655114
"5924","ENSG00000127554",72.1074,59.56843,60.78766,66.51633,83.1808,46.61083,64.834391,72.54905,43.80913,55.26979,71.15414,41.44615,80.8133,42.00517,63.79308,51.84811,44.29145,45.65523,34.23772,45.42943,47.304107,52.04502,59.26456,59.84928,56.03248,37.50391,56.27762,46.43539,55.79727,39.59208,38.86053,37.80625,0.776396257586303,0.0243237411075081
"5926","ENSG00000127564",13.895941,8.560084,20.188733,19.696825,29.246653,46.4220973532,14.6553657,9.014745163,15.16932,9.74539007,16.0911089346,22.191195,18.750503,30.8494539,17.9653609,16.240939,11.212449,33.561293622,29.7217,26.895685,41.744905,45.865642779,56.052555,50.3801407303,13.134323,47.6167536,37.43114,41.90544,62.172541,41.376136,50.831458,37.257005,0.522518206706541,0.0101438936212545
"5946","ENSG00000127863",17.29168,19.125221,11.00882,25.96894,17.512063,28.65714,17.746366,14.776699,14.80423,10.377759,13.6675808,43.755838,17.734827,26.69233,14.874898,27.454719,33.02876,31.63535,21.200418,12.637539,35.56154,33.954794,41.189577,47.09932,36.059171,30.04181,41.87622,42.89373,43.31963,36.58634,44.40816,47.15813,0.62420026494559,0.0464490981492768
"6017","ENSG00000128512",18.8109,31.410057671,37.4556700359,34.6522983248,22.43276,10.55452976,20.82847,27.30236,25.110317,29.2807097327,25.024693,50.5411057377,21.74812674,10.5102356416,19.694688,37.191561,20.227099,17.40516,16.154219827,6.8821681398,22.480562,26.956604,26.3558885484,23.026085,20.277569,22.167659,28.14601,27.899266,13.531102,18.718532,23.8938268675,36.356192,0.613936199445306,0.0384242704792055
"6041","ENSG00000128617",11.5818,6.85889,4.49135,6.48659,8.07642,8.59583,7.05362,7.08989,7.27033,3.75958,6.49695,3.41491,4.66413,6.82266,9.00981,7.29008,4.64003,5.53452,1.8775,2.86393,8.63899,5.05667,6.59432,9.61283,3.82484,11.6172,8.12976,8.96123,13.2335,8.74958,7.00326,6.39073,0.498815328726631,0.0307604628168076
"6061","ENSG00000128791",22.31604,11.979619,6.38513,16.82527,15.43748,34.49408,12.09336,14.222264,21.27493,10.52044,12.33201,18.89798,14.88862,35.38311,9.4467500092,15.22789,14.17205,22.72752,14.23074,15.944748,32.3989,27.371876,20.78431,33.29668,16.81988,25.21557,23.48373,29.75318,31.55629,25.00446,25.37102,30.6953,0.589143764357595,0.018619613098804
"6072","ENSG00000128915",36.804162,32.991784,41.5427432499,40.48879,31.1189900784,49.722968,42.175616,35.20457,28.7978808,37.039718,24.44158,45.284686,38.8878128188,46.542668,33.495797,23.9703740174,37.54389,30.298621,24.166012,26.9079038885,38.42958,38.344448,45.854198,42.907537,41.9642815,32.30827,48.695146,50.299729,47.917055,27.3725163,52.678616,53.72376,0.718373025462178,0.018703721852692
"6083","ENSG00000129007",6.85693,9.739715,2.373686,6.767801,3.533689,3.688418,3.790323,11.1595460018,4.017156,2.275558,2.391964,10.02430744,5.533942,8.366802,4.952707,7.515378,3.302729,10.814153,10.661977,8.00027,17.063826,13.364744,16.085141,14.828849,4.894248,12.444139,18.4282697,22.189072,21.737514,13.026333,6.798025,12.37494,0.534361934030794,0.0190658719163513
"6093","ENSG00000129116",37.918931,49.004351,38.015589,45.829749,35.5852709322,59.073571,58.538946,51.08062,28.734991151,37.108716,42.232388,51.894936,41.328696,47.126522,65.374762,54.926074,42.401698,67.061198,60.381686,58.990895,76.743375,78.304445,70.325531,83.114885,50.318923,61.345201,76.033061,103.934643,77.316612,73.6494,62.591742,85.647166,0.741796445683588,0.0234058514285034
"6103","ENSG00000129194",5.8515,8.54169,11.17164,6.9654,8.428613,2.6025273,5.721074,7.75631,8.10786,6.683919,10.9204101642,9.32429,6.17524,4.808534,5.44904,9.53906,5.072398,2.45239,5.28029,4.34787,6.669,6.96671,7.19833,5.98356,5.6491300314,5.94269,4.64449,7.74713,5.12319,4.390807,4.88596,4.071253,0.639615327247778,0.0257283428507992
"6108","ENSG00000129219",15.43484,10.54599,7.5620837445,13.2969769174,9.16595,13.39465,16.569881,16.208178,14.84477,2.868126,16.487572987,32.227317,18.942435,16.854022,16.274274,17.6519685197,7.3958726,16.45107,7.915262,12.648745,19.174866,19.5331397,16.647034,28.701331,7.519608,29.43683,7.539702,24.15872652,23.851166,29.93602,19.797766,22.184116,0.528347217827238,0.0281210414388696
"6171","ENSG00000129910",0.958138,0.314205,0.494147,0.837401,0,0.516387,0.397537,0.925784,0.73124,1.39169,0.294163,1.028827,0,0.49764,0.2021999,0.152107,0.3510526,2.338254,0.7709207,0.164221,6.292515,3.08509,2.518823,2.818001,0.822252,2.236125,2.838438,3.89713,1.991007,2.866218,0.949898,2.751608,0.246319330502053,0.0428605448524834
"6187","ENSG00000130024",46.2179300191,45.8373,54.44892,70.73153,61.39812,68.8192,71.78272,60.92857,50.30677,54.64738,68.82359,57.75943,59.23938,59.03568,72.79135,54.485391,39.6909,70.22485,55.473986,49.945978,67.991503,70.05706,75.7657,83.30154,42.664656,72.27705,83.31055,100.65213,84.273595,75.85381,75.8053,82.20488,0.724753486101175,0.0403931467523561
"6200","ENSG00000130158",9.909378,4.5784832,3.691514,7.785718,6.648402,17.162491,8.576662,3.834733,3.9155890449,10.710365,1.9672282,23.6238320825,6.407895,10.357767,9.2367055,7.6302461,7.1479181,11.882632,6.301914,6.464836,15.794413,15.2675661189,10.6743853,21.522276,9.999748,6.43126227,27.1125403048,9.640907,20.950173,11.627747,6.823669,13.090157,0.502655445792664,0.0295855544437123
"6228","ENSG00000130299",34.8124933,34.541126,36.864685,44.0682840708,45.0924359079,18.42469,31.0169514131,29.69462,28.629517,26.596118,27.211692,27.3461256198,31.4739110828,20.168316,26.928675,33.197945,24.768182,35.142882,22.587483,18.9285318,43.08984894,34.965974,37.2350801129,34.745984,27.83928,43.51478,48.435171,29.541738,51.8091247307,34.323759,31.8299969,33.5591295,0.676014284168925,0.0307154372216349
"6264","ENSG00000130511",140.63579,151.10263,149.57846,169.65188,231.49873,134.51906,169.30463,166.25101,143.65802,147.06502,161.84584,122.06632,180.712,116.70909,179.46205,170.56779,111.82987,100.91953,93.33944,115.686201,137.510507,139.84039,110.185908,134.64975,123.99294,178.32668,112.20346,115.50252,125.80873,150.27711,105.98629,128.302892,0.80770949952934,0.0287661411137151
"6301","ENSG00000130702",70.798403,74.257818,50.732853,93.32054,117.33517,54.833158,149.91454,116.940278,71.41378,53.2170904765,58.291526,63.637081,117.68729,49.94671,119.20226,100.431728,35.323138,51.10142137,47.80401,19.209328,111.932433,76.537508,62.538249,55.36263,43.57202,62.55699,84.971953,65.14875,42.128198563,56.21822,39.17675,50.297503,0.500824123426637,0.0482183915854788
"6344","ENSG00000130829",3.172381,2.85363,1.92004,2.72607,4.89828,6.02074,3.430975,3.1947100033,3.330959,2.729103,1.32341,0.880251,4.46593,8.41908,5.179358,2.3172,0.408432,3.838488483,1.73518,3.701584,8.267169,5.2536100803,5.5215,7.39592,0.464237,6.36581,3.99423,3.41818,9.695,5.94427,4.3742,5.2812,0.366276252538534,0.00919197314053042
"6351","ENSG00000130935",31.660278,39.62373,42.29485,48.893,32.64599,55.17811,37.94718,38.64884,29.37569859,34.24521,31.530111,33.95388,38.991469,52.51955,38.568193,31.6867,27.3880756,37.724799,44.40265,41.168357,56.0015040143,51.26324,45.369507,65.565946,35.085073,36.622433,50.175543,51.10805,61.7747874829,51.926134,46.320774,60.77521,0.690576285731423,0.0248683903637826
"6402","ENSG00000131174",134.6836,139.4149,108.5979,108.6074,100.8999,132.98,116.2326,121.6694,118.5733,81.4993,137.5638,99.14246,112.3007,154.3317,107.3973,111.88606,162.7596,142.9274,161.1856,157.7818,121.3741,138.5521,142.717,124.7848,154.4124,152.5113,147.3499,119.8135,127.6158,143.7617,101.78353,108.412,1.18434061141995,0.012748198220166
"6424","ENSG00000131379",0.645641,0.156457,0.754764,1.154718,0.872171,0.70985,0.494003,0.724833,0.247876,0,0.911453,0.980801,1.34453,0.430564,0.976565,0.643303,0.410706,1.031237,0.429981,0.512437,1.2305058,0.881496,1.230879,0.864917,0.7751178,0.962759,0,1.376975,0.300467,0.305183,0.804455,1.1337029332,0.56665294135569,0.0484464154052902
"6462","ENSG00000131669",26.677267,11.452634,5.523569,15.99764,12.8534,27.43868,15.04535,16.8822,26.20729,12.83538,9.83213,17.52404,12.24996,18.650902,12.130419,18.58713,17.39235,15.60723,14.08217,13.94243,22.53453,19.30834,17.04044,21.80264,18.895604,17.69645,20.07126,19.10751,23.73574,24.306548,17.67299,13.88161,0.756317301835078,0.02065919032691
"6470","ENSG00000131732",15.57048,10.45978,11.562031,13.400358,14.676799,27.15336,15.010755,16.27336,23.97588,16.892144,11.71928,16.004089,14.81729,32.15531,8.16199,7.62542,7.79128,19.70082992,16.003183,18.076593,23.241506,21.89375,25.48346,28.21917,8.1801041,23.083356,19.38183,28.254045,32.587958,22.442273,21.35948,26.393674,0.622958345345428,0.0299663789519235
"6482","ENSG00000131788",36.09764,48.3317,36.896953447,54.00782,41.18274,29.1768333942,42.3232158,43.81055,32.09671,42.15844,38.38963,35.81042,41.93206,27.30433,44.373505,38.6330940079,22.56904,32.7413632,25.30882,23.17261,44.274042,33.297283,31.3490730124,35.506952,32.14816,36.238455,38.6686940497,39.4849151,40.908028,34.99187,27.188902,39.64301,0.718643893909906,0.0344223167843697
"6493","ENSG00000131871",48.294988,37.739185,40.563151,40.615522,44.53117,29.558248,50.573295,40.440369,51.7055708837,49.173751,45.176344,43.2996,41.2587,33.341306,42.078623,36.917629,47.57437,53.070415,57.788251,51.252751,50.234425,44.627691,42.559094,37.486811,45.478937,37.171436,46.316706,35.10834,41.484497,46.892857,43.847267,44.629703,1.19883459775695,0.0441797026116275
"6494","ENSG00000131873",14.6093,12.14573,59.408616,20.750626,14.98347,20.34843,17.209129,17.494036,17.75443,21.08105,19.874615,25.534742,15.406363,20.576404,26.211576,24.04501,27.089014,26.932814,26.30574,21.93661,34.222187,32.5213,28.134828,39.24002,32.138233,29.290394,33.03307,72.12517,31.224552,25.542301,28.61107,45.69341,0.76249215291854,0.0314724898237461
"6516","ENSG00000132016",25.01961,30.76687,22.15242,19.16305,25.80886,17.21112,21.723318,11.56724268,23.8834,19.04694,22.479242,15.10268,16.61878,16.69145,24.12096,22.08394,13.62064,12.286222,16.75457,11.283623,17.966119,23.307057,17.278843,21.65324,16.153563,22.124812,19.65337,19.142346,23.51968,17.73853,21.36918,16.780522,0.672587504517628,0.013609144186868
"6532","ENSG00000132199",14.6826069572,15.885778,27.471933,22.920786,15.2043517,25.057319,18.4928576284,25.54725202,11.231063,14.61397,19.93783465,29.62333,15.490278,33.14974,25.221877,25.996661181,13.969668,23.005835,19.149688,18.771546,30.949563,32.67526844,28.667231,51.936323,12.734841,33.571805,31.231572,57.329011,56.133594,31.634717,31.7958390106,46.1857108,0.519292625869112,0.0416993324764175
"6534","ENSG00000132207",25.355419,28.41529,60.06945,56.14006,91.54387,47.87327,53.33732,54.756727,53.80225,65.11484,62.25476,58.1072,69.54518,32.98611,49.61144,50.359316,36.01322,38.48125,29.91747,39.25993,87.90018,71.270563,69.893472,72.535636,32.21378,68.57469,30.04476,63.65011,54.70827,37.13167,30.82244,71.36371,0.476365852050769,0.000697576761490638
"6558","ENSG00000132382",29.739366,30.8076711476,32.36974,34.80772,36.2082572304,27.14942,31.3314537216,39.668656,27.51197,34.5819118652,31.65607838,36.7065476,37.43186683,23.761525368,33.284689,38.65220724,23.870555548,24.377567,21.235698,22.6177,31.6917930239,35.884311,28.1695720788,35.57585,23.345981,32.9147723015,27.1022943445,33.4145175533,34.4964979993,34.71613515,27.34173,23.1438300062,0.70134366604887,0.00805558058770199
"6582","ENSG00000132481",7.51062,2.522412,2.3699128,3.3048134,2.803788,8.97911,4.76993,9.43577,5.17442,4.79497,2.52754,6.326416,3.82279,3.893558,6.184936,5.4573478,3.10675,3.537416,1.959096,0.718944,8.399865,6.98263,4.2763047,4.44889,2.601848,2.486536,3.77825,4.433215,0.45765,2.66582,2.92970685,4.06982,0.386690143933618,0.0260064280060684
"6606","ENSG00000132622",1.20449,1.48108,2.21976,2.22775557,8.77076,1.23555,2.44588,1.19847,1.65426,1.03187,2.51642,3.71071,7.313287,1.27668,1.64019,1.36339,0.848045,4.0156651,0.532786,1.91661,6.68789,4.35618,2.55094,5.93857,1.1487,6.31787,4.63691,3.18828,10.0227,4.27085,3.22259,3.4557,0.374386369523661,0.0456628477469263
"6630","ENSG00000132716",185.57095,199.798559,244.53832,253.600767,206.59137,230.95687,253.3832464,242.66454,179.23328,190.608409327,207.85743,245.5607827,217.545476,163.12049,276.64754,229.47423,156.503117,193.13907,171.15272,130.60113,213.21351,192.557157652,194.33539,226.39104,168.766584,188.15963,188.51001,228.15958,175.14826,186.03112,173.516266,252.47978,0.788140743446716,0.036316903836318
"6642","ENSG00000132793",0.674011,0.544255,1.04757,1.55063,1.57974,1.70214,0.90929,0.849715,0.629553,0.637147,0.497241,0.755521,1.246158,1.300505,0.55365,0.794692,1.571437,1.425117,0.788495,0.695385953,3.068752,3.1296899137,2.0623704,2.39853,2.002861,2.037480797,1.689144,1.95218,3.076474,2.12138,2.170100006,4.8007170011,0.420329399426594,0.00427245941851978
"6643","ENSG00000132801",6.40529,6.46341,3.98191,7.92769,5.43909,4.07249,6.11122,7.5593,6.61898,4.50529,6.68801,5.48039,7.61922,3.55317,5.15602,6.73007,6.55193,5.5202,6.64269,5.23602,4.67748,5.0632,4.25279,4.48973,4.70502,4.08965,4.87687,4.31273,2.51578,4.63169,3.32245,3.75482,1.29581674168975,0.0231150842319492
"6651","ENSG00000132842",17.615742,29.2675,26.639996,31.529518,21.950841,27.31923,24.548524,23.868803,22.725,55.312468,22.316383,41.655262,27.88933,23.0574707047,28.043613,42.402902,20.301995,38.559219,17.557605,21.79682,40.810788,32.627306,36.428509,53.309233,29.202081,33.57146,39.85084,47.478136,49.503037,43.4438504,39.6582,57.005161,0.601900633130508,0.047705158533631
"6670","ENSG00000132963",79.7944,61.5592,68.3736,65.279,80.3001,82.62216,75.7928,75.4203,87.0877,78.8772,77.538948,65.39,76.43277,77.4329,74.47763,80.5744,93.9163,89.9818,98.509238,86.3507,80.66278,80.615084,87.6007,80.75057,78.530636,89.8928,85.5645,69.45159,88.452264,85.28376,89.1195,87.5653,1.1187058423058,0.0248034110006024
"6694","ENSG00000133104",35.07469,31.25451,33.902546,32.69203067,30.9323000119,68.9849001362,43.5628101411,48.065407961,41.194657,24.53534,36.1437604145,41.1087904605,36.92875,77.66454,40.558298,41.70218,32.22429495,53.41536,46.641971,47.1787,63.206021,76.105102,55.901596,70.766413,31.5461163827,71.244888,67.44699,77.30257896,68.6486240354,57.41401,67.7152428,86.0510300007,0.674715811727666,0.0138448705414543
"6720","ENSG00000133247",37.374640416,27.853406,42.241412999,47.3568738765,56.821161315,36.1954342407,34.54284896,42.154154,40.8694735204,24.65108,33.53688927,38.64765,51.13481,33.1073003787,34.143357,33.4601276643,21.477620683,28.443797,32.880246,19.0638611315,38.87959,32.2507631745,37.8348340705,35.12797,18.59921458,28.039373768,31.42001599,42.3143141343,31.3782561607,35.89043819,35.3523554789,27.9508907986,0.706942139114206,0.0363793284218067
"6723","ENSG00000133265",94.70344,100.2456558738,120.20677,86.9308,123.21844,90.13013,107.09788,107.36579,96.21492,107.14635,129.39606,71.90114,116.69083,86.68299,103.20879,107.42763,101.58332,88.63998,89.772899,104.84473,75.93214,92.48928,82.175887,67.86446,91.415212,77.30552,81.16397,69.07648,86.044277,78.934533,67.12746,68.841969,1.20843683254449,0.0482418248089211
"6730","ENSG00000133318",594.4120938,451.99261,490.32489,489.187924,490.45647,406.9760600062,452.66590319,486.080506,578.25283,503.76479,528.52557,477.942767,485.71838,390.75047,468.780229,462.304409,550.29985,420.08684,594.1374,462.3948100023,360.977677,383.8915458,362.564691482,257.9163015005,557.93829,366.53717,369.491869,344.185143,212.981166,372.3235784164,383.24915,269.77605,1.48454138474695,0.0172579152263353
"6740","ENSG00000133454",0.986756,0.455767,0.159534,0.878574,0.97553,0.074052,0.596255,2.979463,0.252008,0.770687,0.613491,0.0995366,0.151721,0.683215,0.179621711,0.844487,0.3298162476,0.1877884,0.174197386,0.0708722,0.478985,0.7328329,0.4719758,0.5352508,0.8539866,0.192221984,0.227704,0.239303,0.3928545,0.4844981,0.5583956,0.290283,0.343694880206323,0.0043089920800853
"6823","ENSG00000134146",7.81563,11.95651,7.2919373966,8.877712,9.890978,7.341383,12.883692,14.40483,13.708739,7.7350866536,6.973809,12.713736,7.291097,20.224945,8.664033,12.482675,10.51858,8.354424,4.273376,10.1857436,12.401587,17.180337,14.884236,19.541398,9.262907,12.129474,11.12771,10.790373,11.837228,13.6395933,12.375408,12.427628,0.52075293358325,0.0107177653845263
"6843","ENSG00000134247",31.4176,13.6232,17.7888,15.4946,21.11454,23.2076,24.83343,22.9697,27.47379,14.8025,14.1487,16.45051,14.3116,16.8826,20.8322,21.4011,22.5291,23.4665004338,20.9376,24.06961,26.349,24.9873,28.9107,32.62509,23.0098,23.0098,23.9411,26.84048,32.6897,23.9094,28.8259,21.119414,0.806247234668907,0.0397500374769586
