GH17J037399	ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2
GH22J038227	ZNF654||REST||CTCF||MAX||EP300||ELF1||FOXA2||SAP130||SMC3||ETV4||STAT3||TCF7L2||FOSL2||RAD21||FOXP1||JUND||SOX5||FOXA1||ZNF48||ATF2||TFAP4||ZNF652||KLF1||ZBTB12||MNT||FOS||ZBTB26||YY1||RXRA||SOX13||ZFHX2
GH22J038226	ZNF600||ZNF366
GH22J038232	KLF1||PRDM10
GH22J038242	ZIC2||RXRA||TCF12||TFAP4||GLIS1||RFX1||ZNF384||HNRNPL||ELF1||EED||RUNX3||NR2F2||CBFA2T3
GH22J038186	CEBPA||ATF3||YY1||CEBPB||MAX||THAP11||FOXA2||KDM6A||ZNF623||SMAD4||RXRA||SAP130||MIER3||RARA||ZBTB33||JUND||CREM||FOXP1||BCL6||SOX5||HNF4A||HMG20A||FOXA1||SCRT1||GATAD1||RAD21||BHLHE40||NR2F6||ELF3||ZNF133||RXRB||REST||CEBPG||SP1||NFIA||ARID4B||ZNF16||ARID3A||ZNF792||EGR1||NFIL3||NR2F1||ZNF384||MBD1||MLLT1||GATAD2A||TCF7||KAT8||SOX13||RCOR2||FOXA3||GABPA||CREB1||NR2F2||ZNF121||TEAD1||SCRT2||ERF
GH22J038184	ZBTB33||MLLT1||ZBTB17||PRDM10
GH22J038171	CEBPA||ATF3||YY1||CEBPB||THAP11||SMAD4||RXRA||SAP130||ETV4||RARA||GABPB1||JUND||MBD1||SOX5||POLR2A||RAD21||BHLHE40||ATF4||HNF4A||ELF3||ZNF398||CEBPG||MAX||SP1||MEIS2||NFIA||ZMYM3||ARID4B||NR2F6||SOX13||NFIL3||HLF||PKNOX1||HNRNPL||TGIF2||GATAD2A||SP5||XRCC5||PATZ1||PRDM10||EGR1||BCOR||ATF7||ZGPAT||USF1||NR2F2||CBFA2T3
GH22J038256	SP1||ZNF654||NFIC||YY1||BCL11A||CTCF||REST||TRIM22||THAP11||FOXA2||SAP130||SMC3||MIER3||RARA||TEAD3||EBF1||THRB||CBFB||SMARCA5||RAD21||ASH2L||TAF1||MBD1||PRDM10||ATF1||BHLHE40||SPI1||RFX5||POLR2A||ELF1||HNF4A||HMG20A||ZNF24||HBP1||ZBTB33||IKZF1||ZNF48||HDGF||NR2F1||CHD4||MTA3||ATF2||JUNB||BACH1||NR2F6||GLIS1||ELF3||RXRB||ZNF18||TCF12||NFIA||ZMYM3||ZNF217||ARID4B||PKNOX1||CREM||ZNF580||ARID3A||ZNF384||HLF||TARDBP||TBL1XR1||HNRNPL||EGR2||GATAD2A||GABPA||XRCC5||IKZF2||RAD51||CTBP1||MTA2||KAT8||ZKSCAN8||GLIS2||EED||ZNF579||ZNF143||NBN||DPF2||RUNX3||BCOR||ARNT||ZSCAN29||ZBTB40||FOXA3||RELB||TFE3||ZFHX2||GATAD2B||KLF17||ZNF335||MAZ||NR2F2||MLLT1
GH22J038234	ZNF217||CTBP1||SMARCE1||RAD21||DPF2||TOE1||ZNF687||ESRRA||ZKSCAN1||NR2F2||CEBPB
GH22J038239	
GH22J038191	ZMYM3||RXRA||ZNF511||SAP130||RARA||TEAD3||MBD1||KDM1A||SOX5||JUND||GATAD1||HNF4A||ELF3||RXRB||MAX||ARID4B||ZNF16||GATAD2A||ELF1||TFDP1||ATF3||RCOR2||ZGPAT||SP1||SCRT2
GH22J038193	IKZF1||CEBPA||ATF3||NFIC||YY1||CEBPB||MAX||ARNT||EP300||FOXA2||RXRA||SAP130||RARA||ZNF316||ZBTB33||THRB||JUND||NFE2||CREM||BCL6||IRF9||SOX5||SMARCA4||HDAC2||NCOA1||HNF4A||EP400||HMG20A||ZNF384||MAFG||FOXA1||RAD21||ZNF362||ATF4||NR2F6||RXRB||REST||CEBPG||SP1||MEIS2||NFIA||HDAC1||DPF2||ARID1B||NR2C1||ZNF184||PPARG||SMARCE1||NFIL3||NR2F1||TBL1XR1||KDM1A||GATAD2A||TRIM24||SOX6||HNF4G||SOX13||PKNOX1||EGR1||BCOR||ATF7||LEF1||MEF2D||FOXA3||GABPA||NR2F2||EMSY
GH22J038246	
GH22J038250	
GH22J038249	ZNF680||ZNF121
GH22J038161	IKZF1||NCOR1||ZNF592||KLF9||CEBPA||ATF3||NFIC||ZIC2||YY1||MXD4||KLF11||TRIM22||THAP11||FOXA2||RXRA||SMAD4||ZNF511||SAP130||IRF4||TAL1||RARA||DMAP1||GABPB1||TEAD3||ZBTB33||EBF1||THRB||TCF7L2||SMARCA5||KAT7||USF2||FOSL2||JUND||RELA||CREM||FOXP1||DRAP1||STAT5A||SOX5||SMARCA4||ZNF189||FOXM1||BATF||HDAC2||ELF1||HNF4A||HMG20A||MXD3||RBPJ||FOXA1||ZNF48||TCF12||MIER2||HMG20B||HDGF||RAD21||ZNF792||NR2F6||ATF2||TEAD4||TFAP4||JUNB||GATA4||ARNT||ELF3||RXRB||REST||CEBPG||MAX||SP1||ZFP69B||MEIS2||NFIA||GATA2||DPF2||ARID1B||ARID4B||PKNOX1||KDM3A||ARID3A||HNF1A||KLF1||PPARG||SMARCE1||NFIL3||HLF||TARDBP||MLX||KDM1A||TGIF2||MIXL1||GATAD2A||SP5||SPI1||NFKBIZ||CBFA2T2||OSR2||ZNF143||KLF16||TCF7||ZNF687||IKZF2||CHD2||TRIM24||CTBP1||MTA2||ZBTB26||KAT8||EED||ZNF7||SOX13||NBN||RUNX3||NR4A1||EGR1||RERE||ZGPAT||FOXA3||USF1||CREB1||NR2F2||TFE3||RELB||CC2D1A||ZNF121||GATAD2B||ZBTB25||POLR2A||CBFA2T3||TEAD1||HIC1||SCRT2||NR2F1||HDAC1||KLF6||PHB2||ERF
GH22J038268	
GH22J038265	MYC||IKZF1||ZNF592||REST||BHLHE40||MNT||FOXA2||NKRF||RUNX1||NUFIP1||SMARCA4||RAD51||EP400||SCRT1||FOXK2||HDAC8||L3MBTL2||HDAC1||DPF2||ARID1B||CREM||GABPB1||SMARCE1||MLLT1||CBFA2T2||ZNF354B||USF2||RNF2||SOX6||RUNX3||CBX3||USF1||AFF1||SCRT2||MGA
GH22J038126	ZNF316||EMSY
GH22J038127	NCOR1||MYC||ZNF592||NFIC||SMAD5||TBP||RELA||TAL1||SUPT5H||SMARCA4||ETV1||HDAC2||EP400||EGR1||NRF1||POLR2A||ARNT||KLF1||L3MBTL2||HDAC1||DPF2||ARID1B||CREM||GABPB1||ATF1||CBFA2T2||DDX20||GTF2F1||CTBP1||SOX6||TCF12||RNF2||NR4A1||MTA3||ZKSCAN1||MNT||POLR2B||EP300||MTA2||CBFA2T3||ZBTB2||MGA||HDGF
GH22J038128	NFATC1||ZNF184||ZSCAN4||MNT
GH22J038153	YY1||RXRA||CTCF||HNF4A||ZNF48||RAD21||ATF2||REST||SP1||NFIA||HNRNPL||SP5||HNF4G||ZNF335
GH22J038151	CEBPB||SCRT2||CEBPG
GH22J038282	ZNF600||IKZF1||JUND||ZMYM3||ATF2||CEBPA||ZNF10||REST||ZNF639||FOXA2||KDM6A||SMAD4||SAP130||TAL1||MIER3||RARA||THRB||TCF7L2||FOSL2||NFE2||ZFP91||FOXP1||DRAP1||PRDM10||ZNF205||KDM1A||SOX5||ZNF189||PKNOX1||HMG20A||FOXA1||HBP1||RBPJ||ZNF48||MIER2||HMG20B||BHLHE40||ZNF792||TFAP4||NR2F6||GLIS1||ELF3||RXRB||ZNF398||SP7||L3MBTL2||ZFP69B||NFIA||DPF2||ARID1B||ARID4B||KDM3A||ZNF644||ZNF366||NFIL3||ZBTB8A||ZEB2||MNT||MLX||ZNF280D||ATF3||FOXK2||EGR2||TGIF2||MIXL1||ZNF692||GATAD2A||NFE2L2||SP5||TCF7||FOS||IRF2||ZBTB17||KAT8||RXRA||BCL11A||SOX13||CREB1||SREBF1||RCOR2||RERE||FOXA3||USF1||NR2F2||CEBPB||ZFHX2||ZNF121||SIN3A||ZBTB25||KLF17||PRDM1||CBFA2T3||SCRT2||SMARCA4||EMSY||WT1
GH22J038144	JUND||YY1||ZNF341||MCM3||RXRA||PRDM6||SPI1||HNF4A||ZNF24||RAD21||ZNF362||TCF7||ZNF398||SP7||MAX||SP1||ZMYM3||ZNF26||ZNF366||BCL6B||ZSCAN4||ATF3||FOS||SOX6||IKZF1||EED||ATF2||RUNX3||ETV6||BCOR||ZNF121||PRDM1||ZNF248||ZNF184
GH22J038286	POLR2A||ZNF623||ZNF189||ZNF24||ZNF18||ZNF138||NR2F2||KDM1A||NR2F1
GH22J038142	NCOR1||ZNF592||ZNF223||NFIC||BHLHE40||CTCF||TAL1||YY1||ZFP91||MYNN||ATF1||STAT5A||SMARCA4||ETV1||FOXM1||HDAC2||NCOA1||TCF12||RAD21||MTA2||RLF||HNRNPL||NR2F6||POLR2A||TEAD4||SP7||ZFP69B||MEIS2||ZMYM3||HDAC1||DPF2||ARID1B||RUNX1||CREM||NR2C1||GABPB1||SMARCE1||TBL1XR1||ZEB2||KDM1A||ZNF692||CBFA2T2||KLF16||ZNF24||TRIM24||ZBTB17||SOX6||RNF2||PKNOX1||TRIM28||BCOR||LEF1||GATAD2A||MNT||GATAD2B||EP300||NR2F2||CC2D1A||CBFA2T3||PML||SMARCA5||NR2F1||ZBTB2||PHB2
GH22J038288	
GH22J038167	ZFP91||CEBPB||CEBPG
GH22J038264	ZFX||NFIL3||HLF
GH22J038168	CEBPB||CEBPG
GH22J038134	NFIC||CEBPB||MAX||ZBTB33||ZFP36||ZMYM3||FOS||CBFA2T3
GH22J038124	ZBTB33||CTCF||KLF17
GH22J038114	BCLAF1||ZNF654||ZIC2||NONO||CTCF||REST||ZNF592||TRIM22||SMAD4||SAP130||RAD21||SMC3||YY1||GABPB1||TEAD3||SMARCA5||ZNF2||ELF1||IKZF1||ZNF48||BHLHE40||NR2F1||ZNF143||BACH1||RXRB||ARID4B||NR2F6||HNRNPL||NRF1||GATAD2A||MAX||KLF16||XRCC5||CTBP1||ZBTB17||RXRA||LARP7||RUNX3||RB1||ZGPAT||ZBTB20||GATAD2B||ERF
GH22J038063	
GH22J038021	
GH22J038033	IKZF1||NONO||PRDM10||FOXK2||ZBTB33||ATF7||NR2F1
GH22J037929	SP1||ZNF654||ZNF207||MYC||ZNF600||IKZF1||SSRP1||JUND||ZNF592||KLF9||BRCA1||ZIC2||MXD4||CTCF||REST||KLF11||DEK||TRIM22||BHLHE40||FEZF1||ZNF639||ZNF341||MNT||HOMEZ||KLF7||MAX||ZNF217||SIN3A||KMT2B||THAP11||ELF1||HCFC1||ZNF623||NBN||SMAD4||SAP130||RAD21||IRF4||SMC3||MIER3||YY1||DMAP1||GABPB1||TEAD3||ZSCAN9||EBF1||KAT7||SMARCA5||FOSL2||BCL11B||ZNF143||KLF16||DRAP1||MBD1||BCL6||ZNF205||ZBTB48||SOX5||ZNF2||GTF2F1||ZNF189||INSM2||ZSCAN23||EP400||MXD3||HBP1||RBPJ||RB1||ZNF48||MIER2||HDGF||NR2F1||NFYC||ZNF792||ZNF652||BACH1||STAT1||HNF4A||ZBTB21||GLIS1||ELF3||ZNF768||RXRB||IKZF5||SP7||KLF1||POLR2A||PRDM4||ZFP36||ZFP69B||MEIS2||NFIA||HDAC1||TRIM28||DPF2||ARID1B||ARID4B||CREM||NR2F6||KDM3A||GMEB1||KLF10||ZNF701||YY2||ZNF580||ZNF366||SMARCE1||NFIL3||ZBTB8A||SP3||ZNF324||ATF1||ZXDB||ZEB2||MLX||HNRNPL||ATF3||ZNF629||ZNF692||GATAD2A||SP5||NFKBIZ||OSR2||XRCC5||FOS||IRF2||PATZ1||ESRRA||IKZF2||CTBP1||MZF1||ZBTB17||ZBTB26||KAT8||GLIS2||TFDP1||BCL11A||LARP7||SOX13||PRDM10||PHF8||EP300||RUNX3||KLF8||GABPA||ATF7||RCOR2||AHR||ZGPAT||ARNT||TFE3||NR2F2||ZNF423||GATAD2B||TARDBP||ZBTB25||KLF17||TEAD1||HIC1||ZBTB44||KLF6||ZNF184||WT1||ZNF444||ERF
GH22J037679	BCLAF1||MYC||ZNF654||ZMYM3||ZIC2||CTCF||REST||SIN3A||TRIM22||MAX||ELF1||KLF9||SMAD4||RXRA||SAP130||RAD21||IRF4||SMC3||YY1||TEAD3||EBF1||THRB||SMARCA5||POLR2A||SUPT5H||HNF4A||EP400||JUND||IKZF1||NR2F1||ZNF143||GLIS1||ZNF768||RXRB||EGR1||ZFP36||SP1||HDAC1||ARID4B||KLF5||ZNF580||KLF1||ZSCAN4||ZNF324||ZXDB||TARDBP||ZEB2||ZNF660||XRCC5||IRF2||CTBP1||GLIS2||HNF4G||BCOR||HDGF||MNT||NR2F2||CC2D1A||ZNF121||GATAD2B||MAZ||THRA||ERF
GH22J038763	TARDBP||BCL11B||ZSCAN5A||ZSCAN4||ZNF169||ZNF707||ZNF747
GH22J038768	MYC||ZNF654||IKZF1||ZNF580||ZNF223||CTCF||REST||TRIM22||ZNF639||ZNF341||SIN3B||ZNF623||RAD21||SMC3||ZNF433||YY1||GABPB1||ZHX1||ZNF189||ZBTB1||MAX||ZFP37||ZNF24||ZNF530||ZNF547||NRF1||MIER2||ZNF664||ZNF514||ZNF19||ZNF143||ZNF518A||ZBTB21||GLIS1||ELF3||IKZF5||SP7||AEBP2||ZNF18||ZNF548||CREM||ZNF16||ZC3H11A||ZNF140||ZNF366||ZNF202||ZBTB8A||ZNF560||ZNF324||ZXDB||ZNF629||ZNF791||MIXL1||ZNF660||RBAK||KDM4B||ZNF404||ZNF266||XRCC5||PATZ1||GFI1B||MZF1||ZNF680||ZNF558||ZNF704||GLIS2||BCL11A||PRDM10||KLF8||RB1||ZNF501||TSHZ1||ZNF138||ZBTB11||CC2D1A||NFXL1||OVOL3
GH22J038781	ZNF592||ZNF341||ZNF148||SP2||ZFP91||HDAC2||EGR1||CBLL2||ZNF398||SP7||ZFP69B||MEIS2||DPF2||PHF20||GMEB1||ZNF184||ZNF785||ZSCAN4||ATF1||ZSCAN26||ATF3||ZSCAN21||EGR2||ZNF692||ZNF24||HDGF||PRDM10||ZNF707||PKNOX1||ZFHX2||ZBTB20||HMBOX1||SMARCA5||HDAC1||ZBTB2||MGA
GH22J037430	JUND||ATF2||BRCA1||ZIC2||CEBPB||FEZF1||ZNF639||ZEB1||MAX||EP300||KLF9||SP2||RFX5||ZNF132||TCF7L2||USF2||ZNF143||KLF16||PRDM6||ZBTB48||INSM2||MAFK||ZNF24||JUNB||ZNF518A||ZBTB21||NCOA3||GLIS1||BHLHE40||ZNF398||SP7||ZFP36||ZFP69B||ZNF26||TRIM28||KLF10||ZNF366||POLR2A||SP3||BCL6B||ZSCAN4||ZNF324||ZXDB||ZEB2||ZFX||ZNF280D||EGR2||ZNF629||ZNF692||ZNF660||OSR2||FOS||PATZ1||CREM||ZBTB17||ZNF558||GLIS2||RXRA||BCL11A||PRDM10||RUNX3||KLF8||TSHZ1||NR2F2||ZFHX2||ZBTB20||SIN3A||KLF17||HIC1||ZNF184||WT1
GH22J037891	ZNF600||ATF2||CEBPA||POLR2A||CEBPB||ZNF341||ZFP64||EP300||THAP11||FOXA2||PRDM1||ZNF623||SMAD4||RXRA||SAP130||ETV4||RARA||YY1||DMAP1||GABPB1||TEAD3||THRB||RBM22||FOSL2||JUND||CREM||ASH2L||DRAP1||BCL6||SOX5||ZNF189||ETV1||ELF1||ZEB2||IKZF1||ZNF48||HDGF||NR2F1||ZNF792||FOXP1||TFAP4||NR2F6||ELF3||RXRB||CEBPG||SP1||ZFP36||ZFP69B||JUN||DPF2||ARID1B||ARID4B||PKNOX1||ARID3A||PPARG||NFIL3||HLF||SMAD5||HNRNPL||FOXK2||ZNF692||GATAD2A||ZNF687||FOS||RFX1||IKZF2||TRIM22||ZKSCAN8||KAT8||ZNF7||SOX13||GABPA||ZBTB40||CHD2||CREB1||NR2F2||TFE3||ZBTB20||TEAD1||SCRT2
GH22J037716	ZBTB33||SP1||POLR2A||ZNF350||CEBPB
GH22J038868	BCLAF1||ZNF654||MYC||POLR2A||ZIC2||CTCF||REST||TARDBP||TRIM22||MNT||MAX||SIN3A||RAD21||SMC3||EBF1||SMARCA5||MYNN||KLF16||MBD1||ZBTB48||IKZF1||NFATC1||GLIS1||ZFP69B||SMAD5||ZEB2||HNRNPL||ZNF692||ZNF660||ZNF143||XRCC5||PATZ1||RAD51||YY1||GLIS2||NBN||RUNX3||AHR||USF1||HMBOX1||ZNF335||HIC1
GH22J037541	ZNF600||ATF2||ZNF10||FEZF1||ZNF513||ELF1||SP2||EBF1||ZBTB48||ZNF2||ZNF189||INSM2||ZNF24||IKZF1||ZNF362||GLIS1||SP7||ZMYM3||KLF10||ZNF366||SP3||ZNF384||ZBTB8A||ZEB2||ZNF629||ZNF660||FOS||PATZ1||IKZF2||ZBTB17||ZBTB6||PRDM10||ZNF707||BCOR||ZBTB20||ZNF335||ZBTB44||WT1
GH03J171813	ZNF207||NCOR1||MYC||ZNF592||CHD4||BCL11A||TRIM22||BHLHE40||ARNT||NFATC3||FOXA2||IRF4||TAL1||EBF1||MAX||SMARCA5||NFE2||RELA||SKIL||PRDM6||IRF9||SMARCA4||SPI1||EHMT2||RFX5||ETV1||FOXM1||POLR2A||RAD51||ELF1||EP400||ZNF24||ZNF384||MAFG||ZEB2||EGR1||IKZF1||NRF1||RB1||BMI1||TCF12||CHAMP1||MTA2||NR2F1||ATF4||TEAD4||BACH1||SP7||L3MBTL2||MEIS2||HDAC1||NKRF||DPF2||ZNF217||ARID1B||PKNOX1||CREM||PHF20||GMEB1||CREB1||NR2C1||CEBPB||ARID3A||CUX1||SMARCE1||TARDBP||ATF1||TBL1XR1||PTTG1||KDM1A||ATF3||EGR2||CTCF||ZNF687||RNF2||IKZF2||TRIM24||CTBP1||SOX6||NFRKB||ATF2||LARP7||NBN||NR4A1||MTA3||ZKSCAN1||ATF7||LEF1||CBX3||ZBTB40||EP300||MEF2D||RELB||CC2D1A||ZFHX2||BRD9||GATAD2B||AFF1||HMBOX1||CBFA2T3||MTA1||MLLT1||MGA||CEBPG
GH03J171800	ATF2||ZNF10||BCL11A||CEBPB||ZNF592||SIN3A||FEZF1||ZNF639||EP300||SP2||STAT3||EBF1||TBP||ZNF843||ZNF146||BCL11B||PRDM6||JUND||ZNF2||ZNF189||ZBTB1||INSM2||ZFP37||ZNF24||SCRT1||IKZF1||BMI1||RB1||ZNF362||HDGF||NR2F1||ZNF664||MAFF||ZNF3||ZNF652||SP7||AEBP2||ZNF18||POLR2A||TCF12||TRIM28||PKNOX1||ZBTB7A||KLF10||ARID3A||ZNF366||HLF||ZXDB||ZEB2||ZSCAN21||ZNF629||OSR2||ZNF687||IKZF2||RAD51||TRIM22||MTA2||ZBTB17||ZNF558||LARP7||DPF2||NBN||KLF8||ARNT||TSHZ1||PAX8||RELB||OVOL3||GATAD2B||KLF17||HIC1||SCRT2||MLLT1||ZBTB44||ZSCAN5C||WT1
GH03J171815	STAT3||PRDM6||GLIS1||HLF||KDM1A||IKZF1
GH03J171824	IKZF1||ZNF600||CEBPA||BRCA1||ZIC2||CHD4||YY1||CEBPB||FEZF1||MAX||ZNF217||KMT2B||EP300||THAP11||FOXA2||CTBP1||RXRA||SAP130||RAD21||RFX5||MIER3||SMC3||STAT3||TEAD3||TCF7L2||USF2||CREM||FOXP1||PRDM6||BCL6||SOX5||JUND||ZNF189||HNF4A||HMG20A||FOXA1||SCRT1||ZBTB33||GATAD1||ZNF48||MAFF||ZNF792||ZNF3||BHLHE40||IKZF5||SP7||ZNF18||REST||CEBPG||POLR2A||SP1||ZFP69B||DPF2||MCM2||CREB1||ZNF580||ZNF644||SOX13||ZNF366||NFIL3||ZNF324||HLF||MNT||ZEB2||MLX||ZSCAN21||ZNF629||EGR2||MIXL1||GATAD2A||ZNF24||NFE2L2||NFKBIZ||FOS||PATZ1||GFI1B||MZF1||ZBTB17||ZKSCAN8||PRDM10||PHF8||ATF3||RCOR2||ZGPAT||NR2F2||ZFHX2||ZBTB25||PRDM1||RCOR1||TEAD1||SCRT2||SREBF2||KLF6||WT1||ERF
GH03J171797	IKZF1||ZNF600||BCL11A||TRIM22||MAFF||TAL1||ZNF316||EBF1||NFE2||MAFK||PRDM6||BHLHE40||ZNF2||SMARCA4||ZNF24||MAFG||RB1||HDGF||NR2F1||ATF4||CBLL2||ATF2||TEAD4||BACH1||TRIM28||DPF2||ARID1B||JUNB||KLF5||SMARCE1||TSC22D4||ATF3||ZNF687||FOS||IKZF2||RAD51||TRIM24||MTA2||ZBTB17||SOX6||LARP7||TCF12||YBX1||CHAMP1||NBN||CBX3||EP300||RELB||GATAD2B||KLF17||CBFA2T3||MLLT1||EMSY
GH03J171799	IKZF1||TAL1||TCF7L2||NFE2||JUND||PRDM6||SMARCA4||ZNF24||NR2F1||ATF4||NR2F6||TEAD4||BACH1||DPF2||ARID1B||JUNB||CUX1||SMARCE1||HLF||ATF3||ZNF687||FOS||RNF2||IKZF2||TRIM24||SOX6||CHAMP1||LEF1||CBX3||EP300||MEF2D||CBFA2T3
GH03J171798	
GH03J171830	ZNF654||ZNF600||IKZF1||SSRP1||CEBPA||NFIC||ZIC2||MXD4||CTCF||CEBPB||REST||DEK||TRIM22||BHLHE40||HOMEZ||MAX||KMT2B||THAP11||ZNF610||RXRA||SMAD4||ZNF511||SAP130||RAD21||SMC3||TAL1||MIER3||RARA||YY1||GABPB1||TEAD3||KAT7||SMARCA5||FOSL2||SKIL||ZNF143||FOXP1||MBD1||BCL6||ZNF205||KDM1A||MLLT1||SOX5||ZNF2||HDAC2||ZFP37||HMG20A||MXD3||ZNF24||ZEB2||RBPJ||GATAD1||ZNF48||TCF12||MIER2||HMG20B||MAFF||TEAD4||TFAP4||HNF4A||ELF3||IKZF5||RXRB||CEBPG||NFIA||HDAC1||ZNF217||ARID1B||ARID4B||PKNOX1||ZNF561||KDM3A||ZNF580||ZNF644||ZNF366||NFIL3||PHF21A||HLF||MLX||ZNF692||MIXL1||GATAD2A||ZNF660||NFKBIZ||OSR2||CBFA2T2||KLF16||ZNF687||XRCC5||IRF2||TRIM24||CTBP1||GFI1B||ZBTB17||ZBTB26||KAT8||LARP7||SOX13||PRDM10||IKZF2||YBX1||POLR2A||PHF8||CHAMP1||GABPA||RB1||NCOR1||MNT||RCOR2||RERE||CBX3||MTA2||FOXA3||ZGPAT||NR2F2||GATAD2B||SP1||CBFA2T3||TEAD1||SCRT2||ZBTB44||KLF6||ZNF444||ERF
GH03J171794	MLLT1
GH03J171827	
GH03J171829	
GH03J171828	ZBTB33
GH03J171781	IKZF1||PRDM6||FOXA1||BHLHE40||ZNF366||BCL6B||ZNF7||MNT||FOS||PRDM1||HIC1||SCRT2
GH03J171837	IKZF1||SSRP1||ZMYM3||CEBPA||ATF3||CHD4||YY1||MXD4||BCL11A||CEBPB||MCM7||ARNT||FOXA2||RXRA||SMAD4||SAP130||RUNX1||RARA||DMAP1||TEAD3||THRB||KAT7||JUND||CREM||FOXP1||BCL6||TBP||KDM1A||BHLHE40||SOX5||SPI1||HNF4A||HMG20A||ZC3H8||RAD21||ATF4||NFYC||LCORL||GATA4||HDAC2||NR2F6||ELF3||IKZF5||RXRB||CEBPG||SP1||MEIS2||HDAC1||JUN||PKNOX1||MCM2||ZNF644||PPARG||SMARCE1||NFIL3||PHF21A||HLF||FOXK2||GATAD2A||TAF1||SP5||ELF1||IKZF2||CTBP1||MTA2||ZBTB17||SOX6||KAT8||ZNF512||SOX13||DPF2||RUNX3||GABPA||BCOR||ATF7||RCOR2||POLR2A||FOXA3||ZGPAT||RBFOX2||RFXANK||CREB1||NR2F2||RELB||CC2D1A||GATAD2B||ZNF184||TEAD1||SMARCA5||MTA1
GH03J171838	
GH03J171785	
GH03J171768	
GH03J171832	ZNF654||SSRP1||JUND||CEBPA||YY1||CEBPB||REST||ZNF592||TRIM22||BHLHE40||CTCF||RXRA||RAD21||RFX5||SMC3||ZNF316||ZBTB33||SMARCA5||NFE2||ZFP91||SPI1||FOXA1||ZNF24||MAFG||MAFK||RFX1||HNF4A||RXRB||MAX||SP1||ATF1||JUN||ATF3||TGIF2||GATAD2A||ZNF660||FOS||SOX13||EGR1||EP300||MEF2D||FOXA3||ZGPAT||EMSY
GH03J171787	MYC||ZNF600||SSRP1||JUND||ZNF580||CEBPA||ZNF10||CEBPB||ZNF592||ELK1||FEZF1||ZNF639||ZNF341||NR2C1||EP300||FOXA2||HCFC1||ZNF610||ZNF623||SMAD4||SAP130||STAT3||TEAD3||ZNF843||TCF7L2||RBM22||SMARCA5||FOSL2||GABPA||ZNF146||PRDM6||BCL6||KDM1A||CTCF||SOX5||ZNF2||ZBTB1||INSM2||ZSCAN23||ZNF24||REST||SCRT1||ZNF384||IKZF1||BMI1||ELF3||SP7||ZNF18||CEBPG||L3MBTL2||TCF12||PRDM4||ZFP69B||ZNF561||KLF10||ZNF644||SOX13||ZNF366||NFIL3||ZBTB12||POLR2A||BCL6B||HLF||ZXDB||MBD1||ZEB2||ATF3||ZNF629||ZNF692||GATAD2A||FOXA1||OSR2||ZNF266||XRCC5||FOS||PATZ1||RAD21||IKZF2||MYNN||MTA2||ZBTB26||ZBTB6||ZNF7||BCL11A||PRDM10||DPF2||KLF8||RCOR2||ARNT||TSHZ1||ZGPAT||ZBTB11||CREB1||NR2F2||OVOL3||GATAD2B||HMBOX1||HIC1||MLLT1||ZBTB44||MGA||WT1
GH03J171777	SPI1||IKZF1||HDGF||PRDM10||ZNF184
GH03J171840	IKZF1||SSRP1||CEBPA||CHD4||YY1||MXD4||FOXA1||ZFP64||HOMEZ||KMT2B||THAP11||FOXA2||KDM6A||MAFF||SMAD4||RXRA||ZNF511||SAP130||ETV4||TAL1||MIER3||RARA||DMAP1||GABPB1||ZNF316||TEAD3||ZSCAN9||ZBTB33||THRB||RBM22||JUND||FOSL2||CREM||FOXP1||MAFK||DRAP1||BCL6||TBP||ZNF205||SOX5||GTF2F1||MYC||ETV1||MAX||HDAC2||HNF4A||TBX3||HMG20A||MXD3||ZNF384||RBPJ||HHEX||GATAD1||ZNF48||TCF12||RAD21||HMG20B||ZNF792||SIN3B||LCORL||TEAD4||ZNF3||ZNF652||GATA4||NR2F6||RFX1||ELF3||IKZF5||RXRB||REST||CEBPG||SP1||NFIA||ATF1||HDAC1||ARID4B||ARID3A||HNF1A||ZNF580||ZNF644||SOX13||PPARG||NFIL3||NR2F1||PKNOX1||MBD1||MLX||HNRNPL||KDM1A||FOXK2||SMC3||MIXL1||GATAD2A||TAF1||SP5||NFKBIZ||CBFA2T2||TCF7||XRCC5||IRF2||ELF1||KAT8||ZKSCAN8||TFDP1||ETS1||PHF8||GABPA||EGR1||ATF3||RCOR2||RERE||POLR2A||AHR||ZGPAT||FOXA3||RBFOX2||RFXANK||CREB1||TFE3||EP300||PBX2||ZBTB25||CBFA2T3||TEAD1||NR2F2||KLF6||EMSY
GH03J171776	
GH03J171780	
GH03J171778	ZNF24||IKZF1||NR2F1||ZNF687
GH03J171773	ZBTB33||RAD51
GH03J171758	RXRA||CUX1||RBM22||BHLHE40||ZNF24||RAD51||PRDM1
GH03J171760	
GH03J171720	
GH03J171752	SSRP1||ZNF217||RXRA||ZNF146||PRDM10||TCF7L2||JUND||SPI1||SMARCE1||HNF4A||IKZF1||HDGF||ATF4||L3MBTL2||CREB1||CEBPB||MNT||MAX||IKZF2||TRIM24||CTBP1||ZBTB17||ATF7||ZNF579||NBN||RELB||HMBOX1||SP1||MLLT1||CEBPG
