"","Gene","C1","C2","C4","C6","P1","P2","P3","P4","log2_fold_change","p_value","q_value","significant"
"86","DRAXIN",2.9282,1.65102,2.13017,1.68677,6.55269,14.2027,14.1196,17.185,2.63237,5e-05,0.00164804,"yes"
"93","TNFRSF1B",0.0296008,0.261378,0.0636015,0.0472424,0.0776092,0.0748909,14.3043,0.912089,5.25731,5e-05,0.00164804,"yes"
"116","EFHD2",6.74944,7.11271,5.62637,6.99515,6.06155,11.0314,27.7149,13.3913,1.13589,0.0038,0.0437854,"yes"
"147","C1orf151-NBL1",13.6664,13.0136,12.7131,13.5955,13.259,16.3829,14.4282,67.115,1.06921,0.00335,0.0399072,"yes"
"170","EPHB2",13.3764,9.6219,16.0385,9.36018,22.6401,24.1127,63.3734,21.6975,1.44562,5e-05,0.00164804,"yes"
"192","LDLRAP1",0.295834,0.515145,0.661271,0.551064,0.461801,0.571145,2.29832,5.18314,2.07319,0.00235,0.0311051,"yes"
"205","LIN28A",0.21001,0.041363,0.163479,0.0808604,0.105723,0.259019,2.92179,1.92624,3.39448,0.002,0.0280947,"yes"
"208","RPS6KA1",1.05973,1.14035,1.45608,0.681335,3.00851,3.02531,10.026,8.35412,2.49277,5e-05,0.00164804,"yes"
"239","EPB41",3.27777,4.39097,5.19999,4.88385,7.27154,19.6415,16.6299,14.1881,1.70132,5e-05,0.00164804,"yes"
"240","PTPRU",0.0833601,0.632161,0.182128,0.087724,0.476874,2.08997,6.08524,8.4701,4.11905,5e-05,0.00164804,"yes"
"263","KIAA1522",2.26594,2.11967,1.67362,2.72867,3.01061,3.09888,14.3237,9.50668,1.76848,7e-04,0.0134565,"yes"
"266","ADC",38.4305,42.8456,17.13,27.3378,28.0437,23.9177,4.16162,5.24506,-1.03493,0.0011,0.0181879,"yes"
"316","CTPS1",9.97856,6.16026,6.68677,7.28904,10.8943,16.6324,16.3429,17.6431,1.03042,9e-04,0.0159439,"yes"
"356","PLK3",2.12495,1.88196,1.63652,2.22562,3.17836,7.00454,22.9749,16.6517,2.66216,5e-05,0.00164804,"yes"
"363","AKR1A1",62.5772,54.0473,60.0384,72.4443,80.9519,53.6688,182.049,115.806,0.795853,0.0033,0.039467,"yes"
"374","DMBX1",0.267262,0.0466584,0.0760308,0.0712049,0.0886804,0.112578,4.37222,0.149067,3.35624,0.0026,0.0331664,"yes"
"388","CDKN2C",6.06736,7.79076,30.1004,30.5531,6.53395,5.44381,4.04575,4.3804,-1.86862,5e-05,0.00164804,"yes"
"414","PCSK9",0.174925,0.0246536,0.0611688,0.0177091,0.0543941,0.0878979,2.66347,6.87041,5.11891,0.00015,0.0041716,"yes"
"422","NFIA",18.5087,24.3736,16.4873,18.6093,18.5421,12.7373,0.23041,3.00963,-1.17567,0.00045,0.00976765,"yes"
"440","DNAJC6",2.53994,2.86953,1.92653,1.21452,4.84384,11.3882,2.49818,1.60761,1.25008,0.00205,0.0285059,"yes"
"449","GADD45A",2.71285,7.25727,9.33484,6.48252,7.69846,9.48498,72.4011,74.7627,2.672,5e-05,0.00164804,"yes"
"476","IFI44L",6.21974,16.0624,11.7793,14.9136,10.7659,10.7306,0.205207,3.48766,-0.959235,0.00225,0.0301775,"yes"
"478","LPHN2",9.43343,11.2443,9.81679,10.299,11.8836,19.9842,35.0692,52.5059,1.54991,5e-05,0.00164804,"yes"
"486","CYR61",6.04675,8.5979,10.9117,6.79198,17.7684,9.63819,17.9936,86.6142,2.02893,5e-05,0.00164804,"yes"
"498","LRRC8B",4.75941,11.4992,10.7819,9.64042,4.80762,6.40538,2.89103,4.06148,-1.01383,5e-04,0.0105649,"yes"
"500","LRRC8D",22.6468,28.9757,31.1604,24.9244,17.7346,18.2392,11.2405,8.68962,-0.946094,0.00065,0.0127547,"yes"
"538","VCAM1",56.4845,89.9622,82.3868,93.1663,60.2152,38.2469,28.3539,22.0484,-1.11306,5e-05,0.00164804,"yes"
"588","PIFO",50.0239,45.1894,41.0491,26.804,20.703,28.2676,3.43086,6.10964,-1.47868,5e-05,0.00164804,"yes"
"606","OLFML3",0.81016,1.03021,0.479661,0.382945,0.931079,1.15212,0.220955,24.6671,3.3188,5e-05,0.00164804,"yes"
"609","VANGL1",2.96083,3.0086,3.32247,2.33714,1.21487,1.53165,0.0540657,0.888105,-1.65655,8e-04,0.01476,"yes"
"612","ATP1A1",25.1902,28.0003,28.6599,24.8154,29.0737,28.6228,92.65,59.6303,0.977133,0.00125,0.0198856,"yes"
"626","PHGDH",106.622,101.745,132.588,160.083,112.598,70.4954,62.6649,40.0646,-0.809797,0.00305,0.0373631,"yes"
"678","ECM1",0.62203,0.252896,0.251859,0.427306,0.887821,0.71443,0.527912,17.9601,3.69235,5e-05,0.00164804,"yes"
"687","MLLT11",93.8825,89.6043,106.903,112.765,150.498,264.744,226.608,125.641,0.928819,0.00075,0.0141304,"yes"
"744","CKS1B",17.8983,24.4161,58.9117,48.9254,32.0279,32.9083,155.785,99.3807,1.09211,0.00105,0.0176701,"yes"
"752","EFNA3",10.8581,14.6639,11.0495,13.1924,39.7663,39.1683,24.2875,18.1511,1.28628,4e-04,0.00896533,"yes"
"759","FDPS",55.5734,43.7078,85.3719,55.7449,63.0315,59.0584,236.56,170.711,1.13883,0.001,0.0171336,"yes"
"780","BCAN",474.597,560.736,503.402,865.957,562.134,263.577,4.47967,4.68032,-1.52623,0.0026,0.0331664,"yes"
"809","ATP1A2",14.1132,31.6827,31.5666,60.5782,25.6387,11.9184,2.31382,5.01171,-1.61982,5e-05,0.00164804,"yes"
"815","NHLH1",2.49967,1.96089,0.446151,2.24546,3.67377,33.2529,30.2586,4.8958,3.33317,5e-05,0.00164804,"yes"
"843","UAP1",9.05586,8.92094,8.17505,7.07414,9.51798,10.947,25.198,25.2077,1.09287,0.00055,0.0113986,"yes"
"852","UCK2",5.89347,4.77953,3.88095,4.53688,7.06339,8.15237,14.836,14.1883,1.21247,3e-04,0.00728523,"yes"
"898","FAM5B",0.169902,1.61686,3.1635,3.85709,0.353443,0.150417,0.123789,0.0128926,-3.78134,0.00055,0.0113986,"yes"
"953","CRB1",44.7391,39.8509,35.134,29.8454,32.8949,21.458,5.09654,1.34054,-1.29891,0.00025,0.00629326,"yes"
"969","SHISA4",52.06,51.5551,49.7482,48.2851,38.4059,38.5207,12.1144,24.2885,-0.83132,0.00385,0.0442268,"yes"
"973","GPR37L1",5.62584,4.60206,4.84654,9.51058,3.51511,2.42508,0.57967,1.13227,-1.68385,0.0011,0.0181879,"yes"
"996","CNTN2",0.267795,0.272224,0.458547,2.19631,1.08916,3.51221,11.9346,2.13027,2.5466,5e-05,0.00164804,"yes"
"999","CDK18",0.340322,0.649486,0.290938,0.707021,0.880545,0.82962,4.04331,2.56758,2.06562,0.0021,0.0289352,"yes"
"1016","CD55",0.155799,0.123923,0.0482369,0.012463,0.133315,0.576035,0.931836,10.1071,5.10898,5e-05,0.00164804,"yes"
"1020","CD46",9.77739,13.9569,11.4704,9.17137,8.96239,15.6803,43.3707,29.5551,1.13663,0.00075,0.0141304,"yes"
"1029","SERTAD4",0.167403,0.314722,0.243872,0.609801,0.276145,1.14653,0.243539,10.9535,3.2399,6e-04,0.0121356,"yes"
"1036","PPP2R5A",14.9578,22.1998,21.0871,29.5533,14.7474,12.8762,11.5749,9.22012,-0.858627,0.00365,0.042543,"yes"
"1039","ATF3",1.43904,2.25036,2.01869,2.72682,3.68729,2.41455,16.9369,13.812,2.12725,0.00085,0.0154192,"yes"
"1043","VASH2",1.26616,0.912799,1.27496,1.30894,2.14543,5.50032,6.04919,4.49912,1.93357,6e-04,0.0121356,"yes"
"1046","PROX1",14.0559,11.5591,8.96563,7.48755,9.97744,7.94826,2.98714,1.16259,-0.930287,0.00145,0.0223619,"yes"
"1048","CENPF",3.21316,3.62668,10.205,8.21876,3.65465,2.86935,4.41049,2.71547,-0.888163,0.00175,0.0256797,"yes"
"1051","SPATA17",15.0641,12.2548,9.35701,7.52251,7.07215,6.08046,2.3537,0.713999,-1.44619,0.00465,0.0499999,"yes"
"1080","ADCK3",8.37926,5.79605,6.75692,5.77461,7.65496,7.09618,27.7637,18.6242,1.19488,0.00165,0.0246912,"yes"
"1086","ARF1",154.503,146.026,149.393,181.721,185.092,188.205,627.847,350.797,1.09785,0.001,0.0171336,"yes"
"1091","OBSCN",0.172689,0.210947,0.225671,0.0755963,0.323579,0.248589,0.69801,0.800543,1.59616,0.00315,0.0381556,"yes"
"1095","RHOU",4.04804,3.24768,1.37381,3.77819,3.14862,12.2592,15.8465,14.5361,1.87917,5e-05,0.00164804,"yes"
"1102","TRIM67",0.577079,0.271509,0.329266,0.183859,11.8951,2.93953,1.03931,0.233685,3.56425,5e-05,0.00164804,"yes"
"1107","NTPCR",39.413,38.1556,42.1144,36.0222,49.6286,46.5665,100.669,96.9775,0.916221,0.0014,0.0218582,"yes"
"1118","GPR137B",25.0937,45.3617,43.1413,69.1218,43.6048,27.1044,12.8302,13.4669,-0.913471,0.00145,0.0223619,"yes"
"1121","ACTN2",3.18868,3.33303,3.87318,4.69803,1.47277,0.747376,0.176608,0.252055,-2.51045,5e-04,0.0105649,"yes"
"1188","HES4",46.3077,58.0587,76.9147,121.467,130.294,93.466,488.45,152.291,1.51375,5e-05,0.00164804,"yes"
"1194","FAM132A",0.858712,0.39466,0.636617,0.567333,0.713697,0.721865,37.0985,8.07461,4.24544,5e-05,0.00164804,"yes"
"1199","MXRA8",7.07863,3.40666,14.6562,8.43912,18.998,8.62809,11.8321,49.1309,1.3995,0.00045,0.00976765,"yes"
"1219","HES5",67.6521,65.5524,45.67,79.3008,87.2821,149.596,482.285,43.5015,1.5627,5e-05,0.00164804,"yes"
"1225","MEGF6",0.225935,0.233883,0.31343,0.0331469,0.913876,3.59998,2.6815,4.79081,3.89374,5e-05,0.00164804,"yes"
"1238","ACOT7",15.3403,14.4446,18.7145,16.058,34.0751,58.8725,47.8857,32.8607,1.42789,5e-05,0.00164804,"yes"
"1294","FAM131C",0.407033,0.0910022,1.10057,0.039245,0.0462682,0.630279,9.28426,1.19017,2.76729,0.0014,0.0218582,"yes"
"1295","EPHA2",0.685655,0.805263,2.09862,0.564203,1.45417,1.24295,44.8746,46.9289,4.50784,5e-05,0.00164804,"yes"
"1306","MFAP2",28.3368,7.10595,5.66051,4.38972,39.012,35.2381,96.3106,107.91,2.61381,5e-05,0.00164804,"yes"
"1312","ALDH4A1",19.6906,20.9785,18.5275,21.6898,15.2915,10.7412,3.84956,6.5476,-1.15078,3e-04,0.00728523,"yes"
"1329","CAMK2N1",8.92322,15.2039,10.5647,13.3396,22.5146,29.0406,37.6192,11.1058,1.06198,0.0011,0.0181879,"yes"
"1333","SH2D5",0.295766,0.0645377,0.354899,0.113503,0.31144,0.683585,6.34396,3.46476,3.70453,5e-04,0.0105649,"yes"
"1336","ECE1",3.37808,2.05687,8.30819,2.07274,5.53615,4.4109,12.5218,15.5895,1.26684,0.00055,0.0113986,"yes"
"1339","HSPG2",0.789019,0.54689,1.12402,0.706759,1.34788,0.776184,2.54929,7.42048,1.93323,5e-05,0.00164804,"yes"
"1344","HTR1D",1.12615,0.242027,2.92762,0.355311,0.153829,0.337459,0.405598,0.138431,-2.1675,0.00195,0.0276232,"yes"
"1350","ID3",11.5069,8.59382,14.8922,11.831,6.54305,6.83533,47.614,552.661,3.7121,5e-05,0.00164804,"yes"
"1380","FAM46B",0.146798,0.312893,0.301483,0.543685,0.120226,0.288891,0.510455,7.39838,2.67233,5e-05,0.00164804,"yes"
"1405","SDC3",323.89,318.579,275.73,351.757,214.897,163.628,40.5465,57.2673,-1.41472,4e-04,0.00896533,"yes"
"1410","NKAIN1",8.91103,7.1073,8.57999,10.7875,17.5026,38.875,41.3485,17.6661,1.7053,5e-05,0.00164804,"yes"
"1444","COL8A2",0.0872256,0.124579,0.142192,0.146063,0.0848496,0.0631832,0.163245,10.5256,4.43771,5e-05,0.00164804,"yes"
"1452","GRIK3",0.56739,2.25304,3.00233,5.45415,0.649065,0.0529535,0.0355041,0.00933997,-3.91638,5e-05,0.00164804,"yes"
"1474","HEYL",0.463584,0.470877,0.320824,0.545589,0.844552,1.43214,2.96264,3.80263,2.32794,0.00195,0.0276232,"yes"
"1483","RIMS3",6.63036,8.02181,8.20945,9.42453,12.4648,29.9822,17.6577,7.81531,1.07292,0.00015,0.0041716,"yes"
"1494","LEPRE1",9.60488,7.67203,8.18024,9.19685,10.7832,8.61432,38.1224,60.4082,1.76681,5e-05,0.00164804,"yes"
"1496","SLC2A1",21.9012,13.4429,10.3279,11.7287,19.4137,27.044,70.4145,22.8418,1.28334,5e-05,0.00164804,"yes"
"1503","SLC6A9",90.3351,90.2797,84.6208,112.935,90.235,69.0703,7.77696,9.85545,-1.0958,0.0012,0.0194169,"yes"
"1515","PRDX1",596.234,667.985,702.491,887.017,570.386,402.356,311.716,291.016,-0.857062,0.00365,0.042543,"yes"
"1526","ATPAF1",76.9357,74.0499,70.9178,66.6926,57.2756,44.6471,33.9097,28.1758,-0.815283,0.00195,0.0276232,"yes"
"1527","EFCAB14",61.3212,53.2626,51.7062,52.0461,34.5114,24.1766,13.027,17.0702,-1.29816,5e-05,0.00164804,"yes"
"1536","SPATA6",11.935,16.8513,14.9406,14.4083,8.74736,8.40301,2.21901,2.75407,-1.39384,1e-04,0.00299584,"yes"
"1568","DHCR24",9.98962,8.07936,32.0063,7.79678,20.8078,19.6884,53.3937,50.0006,1.31403,5e-05,0.00164804,"yes"
"1570","PPAP2B",91.929,134.088,92.8456,133.469,77.9403,105.808,43.2727,21.1604,-0.865985,0.00315,0.0381556,"yes"
"1599","RPE65",28.2025,59.3105,52.1808,48.1828,22.8145,32.7163,4.24173,13.6818,-1.35487,5e-05,0.00164804,"yes"
"1661","ARHGAP29",1.36692,1.32028,1.98351,0.552833,0.815012,1.08097,1.27365,14.6235,1.76822,0.00015,0.0041716,"yes"
"1662","F3",8.83542,27.2634,8.24734,30.0484,8.81887,12.7245,2.02812,11.713,-1.07616,0.0024,0.0314097,"yes"
"1677","OLFM3",0.314498,0.0806237,0.0174532,0.0275497,0.607779,0.531468,0.267633,3.12303,3.3635,4e-04,0.00896533,"yes"
"1712","FAM212B",8.37282,18.6167,12.9258,19.1288,8.68006,7.80729,2.17891,5.67985,-1.2781,0.00235,0.0311051,"yes"
"1717","PPM1J",0.100388,0.322922,0.243088,0.439786,0.518355,0.537918,11.6239,9.29673,4.31233,0.00045,0.00976765,"yes"
"1751","NOTCH2",13.7918,17.9887,18.1246,17.3096,11.311,8.59885,5.7303,12.4472,-0.819464,0.00105,0.0176701,"yes"
"1803","CTSK",1.62116,1.3321,0.970437,1.1556,1.08192,1.43665,1.3548,31.2409,2.78936,5e-05,0.00164804,"yes"
"1816","CELF3",3.2271,2.87969,3.41026,2.46581,10.5611,19.8721,19.5022,4.35226,2.17965,5e-05,0.00164804,"yes"
"1852","S100A4",1.65623,2.67056,1.02487,0.953299,4.72044,6.68794,20.7442,191.331,5.14754,5e-05,0.00164804,"yes"
"1855","S100A16",300.99,199.58,203.152,290.092,78.6778,61.7466,15.074,93.3236,-1.99786,5e-05,0.00164804,"yes"
"1873","KCNN3",20.8587,21.7941,15.16,14.4149,12.6987,13.4809,1.35813,1.76362,-1.30159,2e-04,0.00519897,"yes"
"1875","PBXIP1",110.005,107.134,94.2047,96.9741,80.5965,52.4394,11.1813,22.8711,-1.28908,5e-05,0.00164804,"yes"
"1877","SHC1",11.4843,8.74854,9.29174,8.4659,10.2851,5.38493,14.6179,57.7698,1.21281,0.00155,0.0234265,"yes"
"1885","GBA",15.9399,13.32,17.8662,12.8303,9.81759,9.98095,1.61315,6.61508,-1.09711,0.00375,0.0432752,"yes"
"1886","FAM189B",6.48666,4.67242,5.5476,5.03361,8.37351,7.52731,30.8633,19.8426,1.6153,5e-05,0.00164804,"yes"
"1913","CRABP2",8.81059,7.19726,43.9028,7.12886,34.0655,11.6892,208.249,164.792,2.64316,5e-05,0.00164804,"yes"
"1947","CCDC19",24.6815,11.3797,14.8666,6.43893,7.11789,9.12172,0.885594,0.61305,-1.69335,3e-04,0.00728523,"yes"
"1949","IGSF9",2.49616,2.79367,2.22365,1.6733,5.06913,4.63001,6.45319,5.77599,1.25516,0.0038,0.0437854,"yes"
"1952","KCNJ10",25.6336,24.924,17.5868,23.3193,17.4526,11.6042,0.482036,1.80466,-1.54504,5e-05,0.00164804,"yes"
"1964","F11R",4.34649,6.50932,3.67716,1.94959,7.42328,4.0899,22.7347,32.3884,2.01537,5e-05,0.00164804,"yes"
"1989","ALDH9A1",46.311,58.3231,47.3039,58.305,36.7531,40.8402,16.6068,12.4495,-0.979179,0.00055,0.0113986,"yes"
"2046","ASTN1",7.27912,14.6215,17.9147,18.0252,7.84489,2.35894,1.04311,0.395823,-2.31265,5e-05,0.00164804,"yes"
"2071","GLT25D2",5.106,9.29572,16.1835,13.5943,4.99435,3.17139,8.76305,7.5996,-0.848927,0.00405,0.0455557,"yes"
"2075","IVNS1ABP",33.914,31.5286,24.692,25.1449,29.4511,46.7144,57.0125,62.3609,0.76232,0.004,0.0452625,"yes"
"2099","KIF21B",2.09699,1.74269,2.08499,2.02699,7.38033,12.2239,11.3103,5.09114,2.17889,5e-05,0.00164804,"yes"
"2106","PHLDA3",14.393,27.8908,19.3847,25.9463,30.3716,27.6499,94.2658,117.776,1.62405,5e-05,0.00164804,"yes"
"2118","CYB5R1",51.211,40.1795,32.6617,33.362,23.1401,23.8859,18.3478,22.631,-0.838911,0.0033,0.039467,"yes"
"2127","ETNK2",4.97211,5.67485,7.15023,4.54679,9.52371,9.35302,24.5597,19.8853,1.50281,5e-05,0.00164804,"yes"
"2131","PLEKHA6",3.24625,2.28219,2.2099,1.50094,4.79529,6.4146,7.03956,2.7878,1.1871,0.00075,0.0141304,"yes"
"2134","PIK3C2B",1.32896,1.75758,2.40075,1.83269,2.97605,5.29687,17.171,7.96403,2.19028,5e-05,0.00164804,"yes"
"2135","LRRN2",33.9816,30.2676,22.4153,33.3805,19.9427,28.7157,6.18762,0.650436,-1.11311,0.00105,0.0176701,"yes"
"2139","NUAK2",9.02215,4.65032,4.67135,2.71681,8.59199,6.05007,17.0092,16.2736,1.18623,0.00105,0.0176701,"yes"
"2162","PLXNA2",3.90615,2.5922,5.64479,3.43784,6.64704,3.74682,11.5817,6.04038,0.846461,0.0028,0.0350963,"yes"
"2235","AGT",6.01115,27.5621,9.19334,48.9073,12.6616,4.6287,0.0363694,0.471361,-2.36479,5e-05,0.00164804,"yes"
"2246","SIPA1L2",5.68912,3.58455,6.96274,4.17723,5.01129,7.38341,18.616,14.403,1.15359,5e-05,0.00164804,"yes"
"2267","GREM2",0.242429,0.287303,0.0640524,0.181222,0.231798,2.90934,4.80095,2.07201,3.69168,5e-05,0.00164804,"yes"
"2317","PFKP",8.38568,5.27563,11.7762,6.51645,9.15616,8.53956,14.8871,43.434,1.25032,4e-04,0.00896533,"yes"
"2325","NET1",1.67391,1.75529,4.25353,3.58866,1.76429,3.72739,13.8169,11.6105,1.45583,7e-04,0.0134565,"yes"
"2330","PFKFB3",21.5755,25.9987,20.2699,29.0577,19.7418,18.041,3.22216,7.27149,-1.0052,7e-04,0.0134565,"yes"
"2339","CELF2",29.9555,32.3767,29.7689,21.2385,23.595,20.632,8.86527,9.92422,-0.846851,0.00285,0.035605,"yes"
"2341","PROSER2",0.373438,0.316926,0.385224,0.527383,1.30904,1.01525,2.75353,2.76307,2.29027,9e-04,0.0159439,"yes"
"2377","ARMC3",17.5093,6.91793,8.41159,2.54413,3.16134,4.82721,1.09636,0.560367,-1.87516,5e-05,0.00164804,"yes"
"2381","KIAA1217",0.52473,0.29611,0.33232,0.176092,0.263324,0.462131,0.601761,3.66501,1.90907,0.0042,0.0466876,"yes"
"2427","RASSF4",42.3246,60.2333,54.851,66.5995,43.9436,39.7444,16.9222,17.6265,-0.921875,0.0014,0.0218582,"yes"
"2461","DKK1",0.271321,0.24175,0.331359,0.243785,0.759997,0.766756,0.833504,11.9204,3.71403,5e-05,0.00164804,"yes"
"2468","PHYHIPL",45.2414,106.782,75.2919,90.2429,54.5577,71.248,12.2312,19.5416,-1.01095,0.0018,0.0261597,"yes"
"2470","C10orf107",18.2373,8.09277,13.3895,5.5718,5.64173,9.2829,0.98899,0.286846,-1.4832,0.00205,0.0285059,"yes"
"2483","TET1",2.21392,1.5367,1.64928,1.68332,2.30891,2.44945,6.71738,5.01677,1.21933,6e-04,0.0121356,"yes"
"2495","TSPAN15",5.18538,6.71707,0.892164,1.2,2.68887,7.12603,34.9691,26.8692,2.35616,5e-05,0.00164804,"yes"
"2498","H2AFY2",37.0373,39.4099,43.5173,40.8946,68.9158,76.8042,101.087,69.7501,0.976667,0.00015,0.0041716,"yes"
"2501","ADAMTS14",0.0568826,0.0259613,0.0428934,0.0437904,0.101206,0.193916,0.0177203,0.983317,2.93465,0.0045,0.0487683,"yes"
"2503","UNC5B",1.24426,2.16621,0.64439,1.30651,1.70178,2.6481,0.793296,10.5139,1.54614,8e-04,0.01476,"yes"
"2524","SAMD8",24.7667,33.5119,29.1422,28.7199,21.5506,19.5103,9.69706,14.0159,-0.842391,0.00105,0.0176701,"yes"
"2550","CDHR1",0.572755,1.12447,1.03037,1.12619,0.728174,0.850896,5.0292,4.90536,1.57899,0.00045,0.00976765,"yes"
"2558","SNCG",1.31733,0.88509,1.86013,0.574379,2.58347,9.27701,17.3594,9.37094,3.05701,5e-05,0.00164804,"yes"
"2575","STAMBPL1",0.240928,0.353248,0.126708,0.609055,0.393441,1.68612,1.9301,2.67896,2.33035,2e-04,0.00519897,"yes"
"2578","IFIT2",11.0921,14.7568,12.1116,20.7775,9.3009,13.2848,0.395649,1.23578,-1.27826,0.00015,0.0041716,"yes"
"2581","IFIT1",19.6952,28.0092,25.2258,27.2992,15.2605,29.2407,3.88011,2.68046,-0.972993,0.00325,0.0390853,"yes"
"2628","MARVELD1",3.0006,3.23943,5.37154,2.95141,5.28007,4.29984,5.91859,45.8061,2.07369,5e-05,0.00164804,"yes"
"2669","WBP1L",52.1587,59.0257,56.3391,69.9053,50.9919,42.0332,14.5327,19.1934,-0.905495,0.00115,0.0188702,"yes"
"2670","AS3MT",44.334,55.8193,57.7805,48.0786,36.8515,34.7164,16.9921,18.8534,-0.939557,0.00035,0.00815894,"yes"
"2673","INA",16.0807,11.9167,13.6303,7.88655,57.1208,123.258,28.621,10.5914,2.14891,5e-05,0.00164804,"yes"
"2676","NEURL",0.179906,0.181681,0.207054,0.0814987,1.01293,1.23367,0.978138,0.448059,2.49806,2e-04,0.00519897,"yes"
"2685","ADD3",47.7167,57.932,53.8852,54.9352,32.628,32.1111,9.90731,21.6034,-1.15591,5e-05,0.00164804,"yes"
"2717","CASC2",8.10094,8.81742,8.01833,6.46921,5.32866,4.89689,0.421114,0.803607,-1.45565,0.00235,0.0311051,"yes"
"2723","INPP5F",10.2888,7.89646,8.3369,6.88776,9.6782,12.0271,20.2061,28.0214,1.06569,0.00065,0.0127547,"yes"
"2731","PLEKHA1",2.642,2.83538,2.69503,2.56059,3.56361,5.71926,12.0305,8.54604,1.47613,0.0018,0.0261597,"yes"
"2753","FANK1",14.6525,15.8169,15.5394,11.5312,11.2048,9.3453,1.03791,2.17861,-1.27563,0.00395,0.0449658,"yes"
"2757","PTPRE",7.56277,7.38863,7.57273,7.56987,5.3277,4.06661,2.21268,2.57031,-1.08589,0.0011,0.0181879,"yes"
"2758","MGMT",4.24524,2.33524,0.80614,5.28755,4.58759,11.3327,12.4267,7.657,1.50626,0.0028,0.0350963,"yes"
"2765","PWWP2B",3.20782,4.44082,3.75611,4.95542,7.85124,6.51623,16.9349,11.3754,1.3833,0.00225,0.0301775,"yes"
"2785","IDI1",37.9267,46.6899,64.3421,38.3699,50.3094,66.9671,145.978,97.5673,0.945714,0.00085,0.0154192,"yes"
"2790","KLF6",7.36444,8.0696,9.945,9.61232,9.77061,12.8266,23.7599,37.5565,1.26191,5e-05,0.00164804,"yes"
"2815","CCDC3",0.335054,0.454678,1.34958,1.24112,0.853036,0.713538,2.19155,11.0051,2.12673,0.00225,0.0301775,"yes"
"2824","ACBD7",19.6772,29.9766,46.3869,42.3619,22.53,13.1911,16.2944,9.85628,-1.16152,5e-05,0.00164804,"yes"
"2844","DNAJC1",11.3796,11.5505,13.015,9.26474,9.95813,9.51733,42.9077,40.5091,1.18643,0.00055,0.0113986,"yes"
"2846","LOC100499489",0.41006,0.301099,0.565703,0.386201,1.67396,2.46819,1.28582,1.18004,1.99038,0.00365,0.042543,"yes"
"2860","MKX",0.438073,0.725804,0.399918,0.391814,0.304445,0.482007,0.0458213,8.37373,2.23496,0.00085,0.0154192,"yes"
"2873","ARHGAP12",23.7409,28.648,24.1902,21.0653,17.3925,16.3255,9.939,12.2617,-0.804206,0.00245,0.0318164,"yes"
"2877","NRP1",1.31417,1.56906,2.00446,1.60472,1.27136,2.06601,4.1683,12.0645,1.59183,0.0017,0.0251903,"yes"
"2881","FZD8",0.335088,0.381712,0.0645219,0.347879,0.0596609,0.593138,1.09894,6.37696,2.84772,5e-05,0.00164804,"yes"
"2925","VSTM4",21.6742,24.7864,18.1686,17.1293,11.7939,16.9264,1.16526,1.45071,-1.38353,0.00015,0.0041716,"yes"
"2930","OGDHL",0.552832,0.2801,0.17112,0.146625,0.570219,1.31093,2.78115,3.73909,2.86815,5e-05,0.00164804,"yes"
"2942","PCDH15",4.16703,4.93724,9.9901,8.60839,2.18228,1.50267,0.866921,1.22756,-2.26103,5e-05,0.00164804,"yes"
"2955","EGR2",0.0762802,0.326514,0.597222,0.256519,0.183401,0.109113,0.0626239,11.0503,3.1822,0.002,0.0280947,"yes"
"2959","DNAJC12",3.49823,4.81852,5.18076,4.45253,19.1393,10.4523,21.007,11.5088,1.79078,6e-04,0.0121356,"yes"
"2967","NEUROG3",0.207084,1.86996,0.219868,0.141637,0.966738,17.1642,16.5798,10.4169,4.20992,5e-05,0.00164804,"yes"
"2971","PPA1",87.6017,73.3274,68.2431,79.3144,88.0352,108.197,231.807,127.862,0.84962,0.00205,0.0285059,"yes"
"2982","SPOCK2",37.5418,22.8351,42.7992,31.8656,18.5789,11.0232,12.5099,18.2095,-1.16266,5e-05,0.00164804,"yes"
"3003","CAMK2G",35.7086,50.6291,38.8281,56.6974,34.6095,34.6779,18.0163,16.2145,-0.81297,0.0026,0.0331664,"yes"
"3009","ZNF503",3.19927,4.73532,2.53637,2.36082,8.29557,14.4561,10.3557,6.05431,1.60972,0.0024,0.0314097,"yes"
"3014","ZCCHC24",28.0639,30.4692,30.3981,36.3918,25.5528,14.5997,4.08276,20.1081,-0.961789,8e-04,0.01476,"yes"
"3018","ANXA11",0.832813,0.641703,0.115848,0.237188,0.607364,0.637301,1.58383,14.3825,3.23535,5e-05,0.00164804,"yes"
"3027","GLUD1",159.058,237.65,228.495,306.417,142.667,134.661,63.4935,67.6596,-1.18947,5e-05,0.00164804,"yes"
"3034","ACTA2",40.6923,36.1329,8.13343,13.4395,21.0072,24.9948,34.3794,332.226,2.06807,0.00025,0.00629326,"yes"
"3044","ANKRD1",0.0138761,0.13763,0.0947533,0.0291012,0.891928,0.595302,2.39726,7.69073,5.39358,2e-04,0.00519897,"yes"
"3048","FGFBP3",135.272,172.69,250.064,130.15,295.242,322.83,1175.87,664.118,1.83667,0.00015,0.0041716,"yes"
"3060","ALDH18A1",16.1358,15.8204,17.1813,18.7007,20.8867,18.3892,38.2603,41.608,0.812539,0.00305,0.0373631,"yes"
"3083","GOT1",5.43796,6.43961,9.87334,5.81509,9.56292,14.2607,23.1663,17.0247,1.21551,0.0026,0.0331664,"yes"
