InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ARID3A,ARID3A,GH19J000923,Promoter/Enhancer,1,ENSG00000267159||RF00017-2720||lnc-ARID3A-1||lnc-KISS1R-1||KISS1R||R3HDM4||MED16||WDR18||ARHGAP45||SBNO2||MIDN,607.8297,Ensembl||FANTOM5||CraniofacialAtlas||ENCODE||EPDnew||dbSUPER,SP1||GATAD2A||CTCF||HNRNPL||PRDM10||ZNF629||TFE3||KDM1A||ZNF692||POLR2A||RCOR2||BACH1||JUND||LARP7||ZNF143||MTA2||ZIC2||ZSCAN4||RBFOX2||PKNOX1||RXRB||ZNF24||PATZ1||REST||RAD21||ZNF740||RCOR1||BRD9||TRIM22||EZH2||DPF2||HDAC1||YY1||IRF3||SOX6||ZNF341||GATAD2B||CEBPA||SCRT2||NRF1||ZNF792||SOX13||CEBPB||KLF9||MGA||ZBTB20||TAF1||SIN3A||ZSCAN29||SP2||CBX3||UBTF||ZNF639||ZNF184||NKRF||RELB||EGR1||ZXDB||ZBTB10||RNF2||ZKSCAN8||TGIF2||TCF7||HDAC2||ZNF444||E2F5||ZNF316||ZNF580||MAFF||USF1||NR2C2||KAT7||ZBTB48||CREB1||ZBTB26||ZNF592||SMC3||MAX||MAFK||MNT||MYC||ZNF205||RBM22||EP400||ATF2||SCRT1||TFDP1||KDM6A||NCOR1||FOSL1||ZNF623||MAZ||CREM||ELF1||NFYA||FOXP1||TBX3||PTBP1||FOXM1||NFIC||NBN||USF2||HDGF||ZFHX2||KLF8||HCFC1||IKZF1||BCOR||SAP130||MYNN||TBP||NR2C1||NR2F1||CEBPG||JUNB||HDAC8||ZNF335||NCOA1||CHD1||STAT1||GABPB1||SPI1||KLF6||ZGPAT||PRDM4||MXD4||SMARCA5||CBX5||ZFP69B||TCF7L2||SKIL||EBF1||KLF17||ZNF654||DRAP1||ZMYM3||ZNF18||FOSL2||PHF20||ATF4||ZSCAN5A||E4F1||SIN3B||ZFP91||CBX1||SMAD5||SMAD4||NR2F6||RB1||BHLHE40||ADNP||SSRP1||TFAP4||HLTF||MXI1||VEZF1||ZNF146||TBL1XR1||NFIL3||BCL11B||ATF3||ZNF3||ZNF324||TOE1||ZNF660||GLIS1||TBX21||ZNF398||ZNF2||ARID4B||ZEB2||CHD4||KLF10||KLF16||ZBTB33||ATF7||MEIS2||ZKSCAN1||IRF9||KDM3A||SMARCA4||TARDBP||SP3||ZNF48||KLF1||GTF3C2||MXD3||SOX5||ZNF217||HLF||RAD51||ARID3A||ZHX2||ZFP36||ZNF280D||NFYC||RLF||EGR2||L3MBTL2||RBPJ||NR4A1||FOXA3||ZNF687||ESRRA||NFXL1||ZFX||ZNF148||DACH1||KLF14||SP7||ZSCAN21||ZBTB7A||CC2D1A||GTF2F1||ZNF121||E2F1||GLIS2||SP5||EMSY||RXRA||ZBTB8A||XRCC5||IKZF2||ARID2||MLLT1||GMEB1||ATF1,330
ARID3A,ARID3A,GH19J000921,Enhancer,1,KISS1R||RF00017-2720,0.6656286,ENCODE,ZNF692||ZSCAN4||PKNOX1||ZNF24||CTCF||EZH2||DPF2||HDAC1||NRF1||KLF9||RAD21||POLR2A||HDAC2||E2F5||NR2C2||EP400||ZNF623||KLF8||IKZF1||SAP130||FOXM1||TFDP1||KLF6||ZGPAT||SMARCA5||ZFP69B||PHF20||ATF4||ADNP||SSRP1||CEBPB||ZNF146||BCL11B||ARID4B||KLF16||ZBTB33||MEIS2||IRF9||KDM3A||SP1||SP3||TARDBP||MXD3||ZNF217||L3MBTL2||NKRF||ZNF687||SP7||ZSCAN21||CC2D1A||ZBTB8A||MLLT1||ATF1,-4217
ARID3A,ARID3A,GH19J000931,Promoter/Enhancer,3,ENSG00000267159||RF00017-2721||R3HDM4||WDR18||CNN2||MIDN||CIRBP,0.4424177,Ensembl||FANTOM5||ENCODE||dbSUPER,HNRNPL||GATAD2A||TEAD4||TFE3||NFKBIZ||RCOR2||BACH1||FOXA1||ZNF143||ZIC2||RBFOX2||RXRB||PATZ1||TCF12||IRF2||IKZF2||SP1||TRIM22||GABPA||CEBPA||FOXK2||KMT2B||MNT||SOX13||HES1||CTCF||ZFX||TAF1||ETS1||TCF7||DPF2||RELB||RUNX3||GATAD2B||ESR1||ZBTB26||RNF2||ZKSCAN8||FOXA2||TGIF2||BCL11A||KAT7||YY1||POLR2A||MAX||ZBTB25||MBD1||ZNF205||TEAD1||RBM22||TFDP1||KDM6A||JUND||NFXL1||PCBP1||CREM||NR2F2||KLF9||FOXP1||TBX3||NBN||ZSCAN9||HDGF||ZFHX2||SIN3A||IKZF1||ZNF792||BMI1||SAP130||NR2F1||GATA3||MIER3||BHLHE40||GABPB1||SPI1||RCOR1||ZNF511||KLF6||ZGPAT||PRDM4||MXD4||DNMT3B||GATAD1||EBF1||RAD21||DRAP1||ZNF513||FOSL2||HIC1||MAZ||SMAD4||BCL6||SSRP1||TFAP4||ZNF687||HNF4A||MXI1||KLF11||EGR1||ZFP64||NFIL3||BCL11B||IKZF5||RXRA||THAP11||RARA||NFIA||DMAP1||GLIS1||ARID4B||ETV4||ZBTB33||SMARCA4||TEAD3||HMG20A||MTA2||NR2F6||KDM3A||KLF16||XRCC5||ZNF48||KLF1||MIER2||CHD2||REST||TARDBP||MXD3||SOX5||MYC||ZNF580||NFYC||HBP1||EGR2||RBPJ||ELF1||GATA4||ELF3||FOXA3||NR3C1||MLX||RFXANK||CEBPG||MIXL1||GATA2||PPARG||HMG20B||ZBTB7A||ZNF121||SP5||ZBTB8A||ERF||KAT8||RERE||AHR,8040
ARID3A,ARID3A,GH19J000915,Promoter/Enhancer,1,KISS1R||R3HDM4||RF00017-2720||CFD||CNN2||ARHGAP45||MIDN||MIER2||DAZAP1,0.4424177,Ensembl||ENCODE||EPDnew,CREB1||GATAD2A||CTCF||HNRNPL||PRDM10||ZNF629||TFE3||RCOR2||JUND||LARP7||MTA2||ZNF143||PHF21A||ZIC2||RBFOX2||PKNOX1||ZNF24||RXRB||PATZ1||REST||RAD21||ZNF740||BRD9||TRIM22||EZH2||HDAC1||ZNF341||EP300||NRF1||MGA||TAF1||SP2||CBX3||YBX3||UBTF||ZNF524||DPF2||POLR2A||MTA3||EGR1||ZNF10||CTBP1||ZBTB10||GATAD2B||ZBTB2||RNF2||ZKSCAN8||TCF7||HDAC2||KDM4B||OSR2||ZNF580||BCL11A||PHB2||NR2C2||KAT7||TCF12||ZBTB11||ZBTB48||ZBTB26||SMC3||MAX||MNT||YY1||MYC||ZKSCAN1||ZNF205||EP400||TRIM24||TARDBP||MYRF||TFDP1||FOSL1||RUNX1||KLF9||TRIM25||PTBP1||RFX5||ZSCAN9||ZC3H8||ZFHX2||IKZF1||SIN3A||BCOR||SAP130||TBP||ZNF189||NR2F1||CEBPG||HDAC8||ZNF335||ZNF592||ZNF610||BHLHE40||GABPB1||ZNF395||ZNF511||KLF6||ZGPAT||ZBTB1||MXD4||ZNF384||SMARCA5||CBX5||SAFB||GATAD1||SKIL||ZNF654||CREM||ZMYM3||PHF20||ATF4||ZSCAN5A||MAZ||CBX1||SMAD5||SUPT5H||ADNP||ZNF16||MXI1||ZNF843||CEBPB||VEZF1||ZNF146||ATF3||KLF1||THAP11||RARA||ID3||DMAP1||GLIS1||ZNF398||ZNF2||ARID4B||KDM1A||ZEB2||KLF10||SMARCA4||ZHX1||NR2F6||KLF16||KDM3A||XRCC5||SP1||SP3||ZNF48||ATF2||GTF3C2||ZSCAN29||MXD3||ZNF217||ZBTB40||ZHX2||IRF5||ZFP36||RB1||RLF||EGR2||L3MBTL2||RBPJ||BACH1||NR4A1||NKRF||ELF3||FOXA3||MLX||RFXANK||ESRRA||ATF7||NFXL1||ZNF148||CBFA2T3||HMG20B||GTF2F1||GLIS2||SP5||ZBTB8A||ARID2||ERF||GMEB1||ATF1||AHR,-8958
ARID3A,ARID3A,GH19J000918,Promoter/Enhancer,1,KISS1R||RF00017-2720,0.4424177,Ensembl||ENCODE,EZH2||EGR1||GATAD2B||GATAD2A||ZFHX2||NR2F1||SAFB||BCL11B||ZBTB33||SP3||BHLHE40,-6962
ARID3A,ARID3A,GH19J000919,Promoter/Enhancer,1,KISS1R||RF00017-2720,0.4424177,Ensembl||ENCODE||dbSUPER,HNRNPL||PRDM10||ZNF629||KDM1A||ZNF692||BACH1||LARP7||ZIC2||PKNOX1||PATZ1||IKZF2||EZH2||ZNF600||ZNF341||ZFX||EED||ZBTB20||SP2||CBX3||ZNF524||ZXDB||GATAD2B||ZEB1||ZNF580||BCL11A||TCF12||ZBTB26||ZNF623||ARNT||ELF1||HDGF||ZFHX2||IKZF1||JUNB||ZNF335||PRDM4||SMARCA5||ZFP69B||EBF1||KLF17||GLI4||HIC1||ZSCAN5A||CBX1||ZNF223||HDAC2||ZSCAN23||ZNF146||BCL11B||NRF1||ZNF324||GLIS1||ZNF398||ZNF2||ZNF24||ZBTB33||YY2||CTCF||SRF||MTA3||SP3||BHLHE40||ZMYM3||ZNF217||HSF1||EGR2||NKRF||ZNF687||SP7||ZBTB7A||POLR2A||GLIS2||ZBTB8A||MLLT1||ZEB2,-5222
ARID3A,ARID3A,GH19J000930,Enhancer,3,ENSG00000267159||RF00017-2721||WDR18||ENSG00000267666,0.4424177,ENCODE,ZNF121,5203
ARID3A,ARID3A,GH19J000937,Enhancer,3,ENSG00000267159||RF00017-2721||WDR18||PALM,0.409542,ENCODE,SP1||ZNF600||ZNF184||RUNX3||TCF12||SMARCA5||ZNF146||TBX21||FOS||ZBTB33||BHLHE40||ZNF217||EGR2||SPI1,11782
ARID3A,ARID3A,GH19J000938,Enhancer,3,ENSG00000267159||RF00017-2721||WDR18,0.409542,ENCODE||dbSUPER,SCRT2,12389
ARID3A,ARID3A,GH19J000906,Promoter/Enhancer,6,R3HDM4||lnc-MED16-2||lnc-KISS1R-2||piR-56497-072||MED16||RNU6-9||ELANE||CFD||PRTN3||TMEM259||CNN2||ARHGAP45||ABCA7||SBNO2||STK11||RNF126||MIDN||CIRBP||MIER2||GZMM||CDC34||DAZAP1,1.978148,Ensembl||FANTOM5||CraniofacialAtlas||ENCODE||EPDnew||dbSUPER,SP1||HNRNPL||CREB1||GATAD2A||LEF1||IKZF1||NFKBIZ||KDM1A||BACH1||JUND||ETV6||FOXA1||MTA2||PHF21A||ZIC2||RFX1||RBFOX2||PKNOX1||POLR2A||RXRB||MTA1||PATZ1||REST||NR2C1||ZNF24||TCF12||IRF2||ZNF740||IKZF2||BRD9||TRIM22||DPF2||HDAC1||GABPA||PBX2||SOX6||FOXJ2||ZFX||GATAD2B||FOXK2||EP300||EED||NRF1||SOX13||NONO||KLF9||MGA||ETS1||SP2||TARDBP||UBTF||NKRF||ZNF766||RELB||MTA3||EGR1||CTBP1||RUNX3||ZBTB10||TAF9B||ZBTB2||NFE2||HES1||HDGF||ZKSCAN8||TGIF2||ZEB1||TCF7||HDAC2||ZBED1||KDM4B||E2F5||ZSCAN29||CHD2||FOXA2||NFRKB||ZBTB40||PHB2||USF1||NR2C2||ZBTB11||ZNF318||ZBTB26||AFF1||ZBTB25||MNT||MBD1||TBL1XR1||ZNF217||MYC||ZKSCAN1||TEAD1||SMARCB1||EP400||TRIM28||TRIM24||NCOR1||FOSL1||MAFG||MIER1||MAZ||ARNT||CREM||ELF1||MBD2||FOXP1||TBX3||PTBP1||NFIC||NBN||ZFHX2||CTCF||STAT5A||SIN3A||RELA||FOSL2||BCOR||SAP130||MYNN||TBP||ZNF644||NR2F1||FOXM1||JUNB||ZNF207||ZNF592||NCOA1||GABPB1||ZNF395||SPI1||ZNF511||ZGPAT||SMARCA5||ZNF584||BATF||GATAD1||SKIL||TAL1||EBF1||KLF17||DRAP1||PHF20||ATF4||RCOR1||CBX1||SMAD5||SMAD4||BCL6||NR2F6||SUPT5H||BHLHE40||ZNF589||ADNP||ZNF16||ZNF407||HLTF||TFAP4||MXI1||VEZF1||BRD4||NFIL3||IKZF5||ZBTB7B||ATF3||KLF1||THAP11||ETV1||ZNF3||PRDM10||RARA||ID3||THRAP3||GLIS1||ZNF398||ARID4B||ZEB2||CHD4||ETV4||FOS||KLF16||ZBTB33||ATF7||MEIS2||JUN||TEAD3||ZNF184||HMG20A||KDM3A||SMARCA4||MITF||SP3||ZNF48||SMARCE1||ZMYM3||MXD3||RAD21||RNF2||SOX5||LCORL||RAD51||RB1||PYGO2||RLF||EGR2||L3MBTL2||RBPJ||TEAD4||NR4A1||ZC3H8||USF2||ELF3||CBFA2T2||FOXA3||MLX||ESRRA||CDC5L||CEBPG||ZNF148||DACH1||PPARG||CBFA2T3||MLLT1||ARID1B||SP7||GTF2F1||SP5||ZNF639||XRCC5||PML||ERF||GMEB1||KAT8||ATF1||ZNF83,-15440
