GH10J005035,
GH09J038415,POLR2A
GH06J010910,
GH06J010897,
GH06J010907,
GH08J119461,ZNF444
GH08J119461,ZNF217
GH08J119461,SIN3A
GH08J119461,FOXA1
GH08J119461,MNT
GH02J156473,JUND
GH02J156473,SOX6
GH02J156473,TCF12
GH02J156473,HMBOX1
GH02J156473,NCOR1
GH02J156473,FOSL1
GH02J156473,TAL1
GH02J156473,CREM
GH02J156473,TEAD4
GH02J156473,CBFA2T2
GH02J156473,TRIM24
GH02J156473,CBFA2T3
GH02J156473,ARID1B
GH02J156473,SMARCA4
GH03J128064,RBFOX2
